No,SMILES,Skeletons,FunctionalGroups1,FunctionalGroups2,LUMOs,Chemical_Hardness
3877,CCCC1CC(Br)OC1=O,*C1CC(*)C(=O)O1,*CCC,*Br,-0.01073,0.16946
3878,COCOC1CCOS(=O)(=O)C1c1ccccc1,*C1CCOS(=O)(=O)C1*,*OCOC,*c1ccccc1,-0.01074,0.15245
3879,C#CC1CCS(=O)OC1NC(C)=O,*C1CCS(=O)OC1*,*C#C,*NC(C)=O,-0.01074,0.15459
3880,COC1COS(=O)CC1N=C=O,*C1COS(=O)CC1*,*N=C=O,*OC,-0.01074,0.15883
3881,C=CCC1C(=O)OCC1OC(C)=O,*C1COC(=O)C1*,*CC=C,*OC(C)=O,-0.01074,0.16084
3882,CCCC1CCC(OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*CCC,*OC,-0.01074,0.16546
3883,COC1CCS(=O)(=O)OC1OC,*C1CCS(=O)(=O)OC1*,*OC,*OC,-0.01074,0.16675
3884,CC1S(=O)(=O)OC(CCC)OS1(=O)=O,*C1OS(=O)(=O)C(*)S(=O)(=O)O1,*C,*CCC,-0.01074,0.19642
3885,C[Si](C)(C)C1COS(=O)CC1c1cccs1,*C1COS(=O)CC1*,*c1cccs1,*[Si](C)(C)C,-0.01075,0.14045
3886,COCOC1COS(=O)C(C(F)(F)F)C1,*C1COS(=O)C(*)C1,*C(F)(F)F,*OCOC,-0.01075,0.16039
3887,CCCC1COS(=O)C(C#N)C1,*C1COS(=O)C(*)C1,*C#N,*CCC,-0.01075,0.16068
3888,CC1CC(OCOC)C(=O)O1,*C1CC(*)C(=O)O1,*OCOC,*C,-0.01075,0.16144
3889,C=CCC1OS(=O)OC1N=C=O,*C1OS(=O)OC1*,*CC=C,*N=C=O,-0.01075,0.16164
3890,C1COC(=O)C1OCOC,*C1COC(=O)C1*,*OCOC,*,-0.01075,0.16244
3891,C#CC1C(=O)OCC1C,*C1COC(=O)C1*,*C#C,*C,-0.01075,0.16279
3892,C#CC1CC(OCOC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*OCOC,-0.01075,0.17198
3893,COC1COS(=O)CC1OCOC,*C1COS(=O)CC1*,*OCOC,*OC,-0.01076,0.14601
3894,O=C=NC1OCC2(CO1)COC(c1ccccc1)OC2,*C1OCC2(CO1)COC(*)OC2,*N=C=O,*c1ccccc1,-0.01076,0.14863
3895,COCOC1COS(=O)CC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C1COS(=O)CC1*,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OCOC,-0.01076,0.15815
3896,COC(Br)(NC(C)=O)OC,*C(*)(OC)OC,*Br,*NC(C)=O,-0.01076,0.15821
3897,COC(=O)C1OS(=O)CCC1Cl,*C1CCS(=O)OC1*,*Cl,*C(=O)OC,-0.01076,0.15877
3898,C#CC1CC(C#C)C(=O)O1,*C1CC(*)C(=O)O1,*C#C,*C#C,-0.01076,0.16511
3899,C=CC1C(OC(=O)OC)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*OC(=O)OC,*C=C,-0.01076,0.16612
3900,C=CC1CC(F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=C,*F,-0.01076,0.16696
3901,COC(=O)OCOC(=O)CCCC(=O)OCN=C=O,*COC(=O)CCCC(=O)OC*,*OC(=O)OC,*N=C=O,-0.01076,0.17005
3902,C1CC(=O)OC1C#C,*C1CC(=O)OC1*,*,*C#C,-0.01076,0.17111
3903,COC1CS(=O)OCC1Br,*C1COS(=O)CC1*,*OC,*Br,-0.01077,0.15825
3904,C=CCC1CCS(=O)(=O)OC1OCOC,*C1CCS(=O)(=O)OC1*,*OCOC,*CC=C,-0.01077,0.16227
3905,COC(=O)CCC(=O)OCNC(C)=O,*COC(=O)CCC(=O)OC*,*,*NC(C)=O,-0.01077,0.16315
3906,C#CC1CCOS(=O)(=O)C1CCC,*C1CCOS(=O)(=O)C1*,*C#C,*CCC,-0.01077,0.17176
3907,O=C1OCC(F)C1F,*C1COC(=O)C1*,*F,*F,-0.01077,0.18051
3908,C=CC1CCS(=O)(=O)OC1C(=O)OC,*C1CCS(=O)(=O)OC1*,*C(=O)OC,*C=C,-0.01078,0.16614
3909,CC1C(OCOC)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*OCOC,*C,-0.01078,0.1768
3910,CC1CCC(OC)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*OC,*C,-0.01078,0.17871
3911,O=S1OCCC(Br)C1c1cccs1,*C1CCOS(=O)C1*,*c1cccs1,*Br,-0.01079,0.14131
3912,COC1CC(Br)COS1=O,*C1COS(=O)C(*)C1,*OC,*Br,-0.01079,0.14969
3913,COC(=O)C1COS(=O)C(OC(C)=O)C1,*C1COS(=O)C(*)C1,*OC(C)=O,*C(=O)OC,-0.01079,0.15092
3914,C=CC1CC(C(F)(F)F)COS1=O,*C1COS(=O)C(*)C1,*C=C,*C(F)(F)F,-0.01079,0.15342
3915,C#CCOC(=O)CCCC(=O)OCNC(C)=O,*COC(=O)CCCC(=O)OC*,*NC(C)=O,*C#C,-0.01079,0.15853
3916,C=CC1CCC(OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*OC,-0.01079,0.16264
3917,C=CC1COS(=O)C(OCOC)C1,*C1COS(=O)C(*)C1,*OCOC,*C=C,-0.0108,0.14536
3918,C#CC1C(c2cccs2)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*c1cccs1,*C#C,-0.0108,0.14653
3919,O=S1OC(F)CCC1c1ccccc1,*C1CCC(*)S(=O)O1,*c1ccccc1,*F,-0.0108,0.14756
3920,C=CC1CC(OCOC)C(=O)O1,*C1CC(*)C(=O)O1,*OCOC,*C=C,-0.0108,0.16221
3921,C=CCC1OS(=O)OC1C(F)(F)F,*C1OS(=O)OC1*,*CC=C,*C(F)(F)F,-0.0108,0.16344
3922,CC1OC(=O)CC1OC(=O)OC,*C1CC(=O)OC1*,*OC(=O)OC,*C,-0.0108,0.17211
3923,CCCC1C(Cl)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*Cl,*CCC,-0.0108,0.18119
3924,COC1OS(=O)(=O)C(OC(C)=O)S(=O)(=O)O1,*C1OS(=O)(=O)C(*)S(=O)(=O)O1,*OC(C)=O,*OC,-0.0108,0.19264
3925,COCOC1CCC(C(F)(F)F)OS1=O,*C1CCC(*)S(=O)O1,*OCOC,*C(F)(F)F,-0.01081,0.15233
3926,CC(=O)OC1CCS(=O)OC1Br,*C1CCS(=O)OC1*,*OC(C)=O,*Br,-0.01081,0.16151
3927,COC(=O)OC1CCOS(=O)C1C#N,*C1CCOS(=O)C1*,*C#N,*OC(=O)OC,-0.01081,0.16501
3928,CC(=O)OC1C(=O)OCC1C(F)(F)F,*C1COC(=O)C1*,*OC(C)=O,*C(F)(F)F,-0.01081,0.17793
3929,C[Si](C)(C)C1COS(=O)CC1c1ccccc1,*C1COS(=O)CC1*,*c1ccccc1,*[Si](C)(C)C,-0.01082,0.14411
3930,COC1CCOS(=O)(=O)C1c1cccs1,*C1CCOS(=O)(=O)C1*,*OC,*c1cccs1,-0.01082,0.14497
3931,C=CCC1CCC([Si](C)(C)C)S(=O)O1,*C1CCC(*)S(=O)O1,*[Si](C)(C)C,*CC=C,-0.01082,0.14627
3932,O=S1CC(c2ccccc2)C(C(F)(F)F)CO1,*C1COS(=O)CC1*,*c1ccccc1,*C(F)(F)F,-0.01082,0.15029
3933,C=CC1COS(=O)CC1C(F)(F)F,*C1COS(=O)CC1*,*C(F)(F)F,*C=C,-0.01082,0.15432
3934,C=CC1CC(CC=C)OC1=O,*C1CC(*)C(=O)O1,*C=C,*CC=C,-0.01082,0.15883
3935,COC(=O)OCOC(=O)OCN=C=O,*COC(=O)OC*,*OC(=O)OC,*N=C=O,-0.01082,0.17649
3936,COC1C([Si](C)(C)C)CCOS1=O,*C1CCOS(=O)C1*,*OC,*[Si](C)(C)C,-0.01083,0.13911
3937,O=C1CC(c2ccccc2)C(c2ccccc2)O1,*C1CC(=O)OC1*,*c1ccccc1,*c1ccccc1,-0.01083,0.14795
3938,COC(=O)OC1CS(=O)OCC1[Si](C)(C)C,*C1COS(=O)CC1*,*OC(=O)OC,*[Si](C)(C)C,-0.01083,0.15144
3939,C1CCC(F)OS1=O,*C1CCC(*)S(=O)O1,*,*F,-0.01083,0.15726
3940,COC1CS(=O)OCC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C1COS(=O)CC1*,*OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.01083,0.15976
3941,C[Si](C)(C)C1OCC2(COC(N=C=O)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*N=C=O,*[Si](C)(C)C,-0.01083,0.16271
3942,C=CC1CC(OC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*OC(=O)OC,*C=C,-0.01083,0.16869
3943,C1COC(=O)C1OC(=O)OC,*C1COC(=O)C1*,*OC(=O)OC,*,-0.01083,0.17034
3944,C#CC1CS(=O)(=O)OCC1OCOC,*C1COS(=O)(=O)CC1*,*OCOC,*C#C,-0.01083,0.17223
3945,C1OS(=O)(=O)C(CCC)S(=O)(=O)O1,*C1OS(=O)(=O)C(*)S(=O)(=O)O1,*CCC,*,-0.01083,0.19579
3946,COC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*c1ccccc1,-0.01084,0.1522
3947,C1CCOS(=O)C1N=C=O,*C1CCOS(=O)C1*,*N=C=O,*,-0.01084,0.15398
3948,C=CC1CC(=O)OC1NC(C)=O,*C1CC(=O)OC1*,*C=C,*NC(C)=O,-0.01084,0.16061
3949,C#CC1COC(=O)C1[Si](C)(C)C,*C1COC(=O)C1*,*[Si](C)(C)C,*C#C,-0.01084,0.16333
3950,C1CC(=O)OC1NC(C)=O,*C1CC(=O)OC1*,*,*NC(C)=O,-0.01084,0.16444
3951,C#CC1CC(=O)OC1Cl,*C1CC(=O)OC1*,*C#C,*Cl,-0.01084,0.17396
3952,COC(=O)C1COC(=O)C1C(=O)OC,*C1COC(=O)C1*,*C(=O)OC,*C(=O)OC,-0.01084,0.17463
3953,COC1OC(=O)C(OCOC)OC1=O,*C1OC(=O)C(*)OC1=O,*OC,*OCOC,-0.01084,0.17612
3954,CCCC1CC(OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*OC,*CCC,-0.01084,0.17887
3955,COCOC1CS(=O)OCC1c1cccs1,*C1COS(=O)CC1*,*OCOC,*c1cccs1,-0.01085,0.14172
3956,C=CC1COS(=O)CC1OC,*C1COS(=O)CC1*,*OC,*C=C,-0.01085,0.14715
3957,N#CC1CCOS(=O)C1c1ccccc1,*C1CCOS(=O)C1*,*c1ccccc1,*C#N,-0.01085,0.14987
3958,CCOC(=O)CCCC(=O)OCNC(C)=O,*COC(=O)CCCC(=O)OC*,*C,*NC(C)=O,-0.01085,0.15369
3959,C#CC1CC(=O)OC1C#C,*C1CC(=O)OC1*,*C#C,*C#C,-0.01085,0.16874
3960,CCCC1CC(Cl)OC1=O,*C1CC(*)C(=O)O1,*CCC,*Cl,-0.01085,0.17327
3961,C[Si](C)(C)C1C(Cl)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*Cl,*[Si](C)(C)C,-0.01085,0.1755
3962,C#CC1CCOS(=O)(=O)C1c1cccs1,*C1CCOS(=O)(=O)C1*,*C#C,*c1cccs1,-0.01086,0.1445
3963,C=CC1COS(=O)CC1[Si](C)(C)C,*C1COS(=O)CC1*,*[Si](C)(C)C,*C=C,-0.01086,0.14487
3964,COC1CS(=O)(=O)OCC1c1ccccc1,*C1COS(=O)(=O)CC1*,*c1ccccc1,*OC,-0.01086,0.1529
3965,C=CCC1COC(=O)C1Cl,*C1COC(=O)C1*,*Cl,*CC=C,-0.01086,0.16503
3966,C=CCC1CC(=O)OC1Cl,*C1CC(=O)OC1*,*CC=C,*Cl,-0.01086,0.16516
3967,CC1COS(=O)(=O)CC1OCOC,*C1COS(=O)(=O)CC1*,*C,*OCOC,-0.01086,0.17789
3968,O=C=NC1C(c2cccs2)CCOS1=O,*C1CCOS(=O)C1*,*N=C=O,*c1cccs1,-0.01087,0.14526
3969,COC1CCC([Si](C)(C)C)S(=O)O1,*C1CCC(*)S(=O)O1,*[Si](C)(C)C,*OC,-0.01087,0.14662
3970,O=C(CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCc1ccccc1,*COC(=O)CCCC(=O)OC*,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*c1ccccc1,-0.01087,0.14884
3971,C[Si](C)(C)COC(=O)CCC(=O)OC[Si](C)(C)C,*COC(=O)CCC(=O)OC*,*[Si](C)(C)C,*[Si](C)(C)C,-0.01087,0.15713
3972,COC1CS(=O)OCC1Cl,*C1COS(=O)CC1*,*OC,*Cl,-0.01087,0.15808
3973,C=CC1CC(C=C)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=C,*C=C,-0.01087,0.1616
3974,C#CC1OC(=O)CC1C,*C1CC(=O)OC1*,*C,*C#C,-0.01087,0.16997
3975,CC(=O)OC1CC(F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*OC(C)=O,*F,-0.01087,0.18692
3976,C=CC1CCS(=O)OC1N=C=O,*C1CCS(=O)OC1*,*C=C,*N=C=O,-0.01088,0.15684
3977,C#CC1CCC(C(F)(F)F)OS1=O,*C1CCC(*)S(=O)O1,*C#C,*C(F)(F)F,-0.01088,0.15803
3978,C=CC1CC(NC(C)=O)OC1=O,*C1CC(*)C(=O)O1,*C=C,*NC(C)=O,-0.01088,0.1609
3979,C#CC1CC(F)OC1=O,*C1CC(*)C(=O)O1,*C#C,*F,-0.01088,0.16888
3980,CCCC1C(OCOC)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*OCOC,*CCC,-0.01088,0.17538
3981,COCOC1CCOS(=O)(=O)C1C(=O)OC,*C1CCOS(=O)(=O)C1*,*OCOC,*C(=O)OC,-0.01088,0.17601
3982,COC(OC(C)=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC(C)=O,-0.01088,0.17739
3983,COC(=O)OC1CCC(OC(C)=O)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*OC(C)=O,*OC(=O)OC,-0.01088,0.18083
3984,O=C1OCC(F)C1c1cccs1,*C1COC(=O)C1*,*c1cccs1,*F,-0.01089,0.14876
3985,COC1OS(=O)(=O)CCC1c1ccccc1,*C1CCS(=O)(=O)OC1*,*OC,*c1ccccc1,-0.01089,0.15145
3986,CC1CCS(=O)OC1Cl,*C1CCS(=O)OC1*,*C,*Cl,-0.01089,0.15747
3987,CC(=O)NC1C(Cl)CCOS1=O,*C1CCOS(=O)C1*,*NC(C)=O,*Cl,-0.01089,0.15836
3988,C=CCC1CCC(C(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*CC=C,*C(=O)OC,-0.01089,0.16081
3989,CC(=O)NC1CC(F)OC1=O,*C1CC(*)C(=O)O1,*NC(C)=O,*F,-0.01089,0.16689
3990,CC(=O)OCOC(=O)CCC(=O)OCCl,*COC(=O)CCC(=O)OC*,*OC(C)=O,*Cl,-0.01089,0.17904
3991,N#CCOC(=O)CCCC(=O)OCC(F)(F)F,*COC(=O)CCCC(=O)OC*,*C#N,*C(F)(F)F,-0.01089,0.18089
3992,CC(=O)OC(=O)OCC(F)(F)F,*COC(*)=O,*OC(C)=O,*C(F)(F)F,-0.01089,0.18451
3993,C=CC=C[Si](C)(C)C,*C=C*,*C=C,*[Si](C)(C)C,-0.0109,0.13802
3994,COC(=O)OC1CCOS(=O)(=O)C1c1ccccc1,*C1CCOS(=O)(=O)C1*,*OC(=O)OC,*c1ccccc1,-0.0109,0.15265
3995,C=CCC1CC(=O)OC1OC(=O)OC,*C1CC(=O)OC1*,*CC=C,*OC(=O)OC,-0.0109,0.16255
3996,C#CC1C(=O)OCC1F,*C1COC(=O)C1*,*C#C,*F,-0.0109,0.16863
3997,C=CC1OC(=O)OC1OC,*C1OC(=O)OC1*,*C=C,*OC,-0.0109,0.16952
3998,C1OC(=O)OC1C=C,*C1OC(=O)OC1*,*,*C=C,-0.0109,0.17273
3999,N#CC1OCC2(CO1)COC(C(F)(F)F)OC2,*C1OCC2(CO1)COC(*)OC2,*C#N,*C(F)(F)F,-0.0109,0.17884
4000,C=CC1OC(=O)CC1c1ccccc1,*C1CC(=O)OC1*,*c1ccccc1,*C=C,-0.01091,0.14962
4001,O=C1OCC(F)C1c1ccccc1,*C1COC(=O)C1*,*c1ccccc1,*F,-0.01091,0.15507
4002,O=C1CC(c2ccccc2)C(Cl)O1,*C1CC(=O)OC1*,*c1ccccc1,*Cl,-0.01091,0.15539
4003,CC(=O)NC1C(Br)CCOS1=O,*C1CCOS(=O)C1*,*NC(C)=O,*Br,-0.01091,0.15711
4004,C=CCC1CS(=O)OCC1C#N,*C1COS(=O)CC1*,*CC=C,*C#N,-0.01091,0.15777
4005,O=C1OC(c2cccs2)CC1C(F)(F)F,*C1CC(*)C(=O)O1,*C(F)(F)F,*c1cccs1,-0.01092,0.14704
4006,COCOC1CC(c2ccccc2)OC1=O,*C1CC(*)C(=O)O1,*OCOC,*c1ccccc1,-0.01092,0.15191
4007,COC(=O)OC1CCC(NC(C)=O)OS1=O,*C1CCC(*)S(=O)O1,*OC(=O)OC,*NC(C)=O,-0.01092,0.157
4008,C=CC1C(=O)OCC1OC,*C1COC(=O)C1*,*C=C,*OC,-0.01092,0.15967
4009,C=CCC1C(OCOC)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*OCOC,*CC=C,-0.01092,0.1608
4010,C=CCC1CC(OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*OC,-0.01092,0.16266
4011,COCOC#CC(F)(F)F,*C#C*,*OCOC,*C(F)(F)F,-0.01092,0.16674
4012,CCCC1CC(OC(=O)OC)OC1=O,*C1CC(*)C(=O)O1,*CCC,*OC(=O)OC,-0.01092,0.17068
4013,C1CC(OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*,*OC,-0.01092,0.17401
4014,C#CC1CC(OC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*OC(=O)OC,*C#C,-0.01092,0.17505
4015,C#CC1CCC(c2cccs2)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*c1cccs1,*C#C,-0.01093,0.14472
4016,COC(=O)C1CC(=O)OC1c1cccs1,*C1CC(=O)OC1*,*C(=O)OC,*c1cccs1,-0.01093,0.14645
4017,O=S1CCC(c2ccccc2)C(Cl)O1,*C1CCS(=O)OC1*,*c1ccccc1,*Cl,-0.01093,0.14997
4018,C=CCC1OS(=O)CCC1C#N,*C1CCS(=O)OC1*,*C#N,*CC=C,-0.01093,0.1582
4019,O=S1OC(F)CCC1Br,*C1CCC(*)S(=O)O1,*Br,*F,-0.01093,0.16189
4020,C#CC1CC(CCC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*CCC,*C#C,-0.01093,0.17171
4021,COC(=O)C1C(=O)OCC1Br,*C1COC(=O)C1*,*C(=O)OC,*Br,-0.01093,0.17245
4022,C[Si](C)(C)COC(=O)OCF,*COC(=O)OC*,*F,*[Si](C)(C)C,-0.01093,0.17624
4023,CCCC1COS(=O)(=O)CC1Cl,*C1COS(=O)(=O)CC1*,*CCC,*Cl,-0.01093,0.18321
4024,O=S1(=O)CC(F)CC(c2ccccc2)O1,*C1CC(*)OS(=O)(=O)C1,*c1ccccc1,*F,-0.01094,0.15473
4025,COC(=O)OC1CS(=O)OCC1C#N,*C1COS(=O)CC1*,*OC(=O)OC,*C#N,-0.01094,0.16435
4026,CC1CC(F)C(=O)O1,*C1CC(*)C(=O)O1,*F,*C,-0.01094,0.17345
4027,COC1CC(OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*OC,*OC,-0.01094,0.17429
4028,COC(=O)OC1CC(OC(=O)OC)C(=O)O1,*C1CC(*)C(=O)O1,*OC(=O)OC,*OC(=O)OC,-0.01094,0.17504
4029,COCOC1CC(OC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*OC(C)=O,*OCOC,-0.01094,0.17962
4030,CCCC1CCS(=O)OC1OC(C)=O,*C1CCS(=O)OC1*,*CCC,*OC(C)=O,-0.01095,0.15379
4031,O=S1OC(F)CCC1F,*C1CCC(*)S(=O)O1,*F,*F,-0.01095,0.16157
4032,O=S1OCC(C(F)(F)F)CC1Br,*C1COS(=O)C(*)C1,*Br,*C(F)(F)F,-0.01095,0.16347
4033,O=S1CC(Cl)C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CO1,*C1COS(=O)CC1*,*Cl,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.01095,0.16445
4034,COC(=O)C1OCC2(COC(Cl)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*C(=O)OC,*Cl,-0.01095,0.16813
4035,CCCC1OC(=O)C(OC)OC1=O,*C1OC(=O)C(*)OC1=O,*OC,*CCC,-0.01095,0.17606
4036,CCCC1CCOS(=O)C1C(=O)OC,*C1CCOS(=O)C1*,*C(=O)OC,*CCC,-0.01096,0.1505
4037,C=CC1CCC(C(F)(F)F)OS1=O,*C1CCC(*)S(=O)O1,*C=C,*C(F)(F)F,-0.01096,0.15399
4038,C=CC1CC(C=C)C(=O)O1,*C1CC(*)C(=O)O1,*C=C,*C=C,-0.01096,0.15869
4039,C#CC1C(OC)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*OC,*C#C,-0.01096,0.16516
4040,C=CC1CC(C)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C,*C=C,-0.01096,0.1663
4041,COC(=O)OC1OCC2(COC(N=C=O)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*OC(=O)OC,*N=C=O,-0.01096,0.1732
4042,CCCC1CCC(OC(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*CCC,*OC(=O)OC,-0.01096,0.17479
4043,C=C(C)NC(C)=O,*C(*)=C,*C,*NC(C)=O,-0.01097,0.13547
4044,C=CCC1CCC(c2ccccc2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*CC=C,*c1ccccc1,-0.01097,0.1514
4045,C=CCC1CCC(N=C=O)OS1=O,*C1CCC(*)S(=O)O1,*CC=C,*N=C=O,-0.01097,0.15522
4046,C=CCC1OC(=O)C(OC)OC1=O,*C1OC(=O)C(*)OC1=O,*CC=C,*OC,-0.01097,0.16163
4047,C=CC1CCC(C=C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C=C,-0.01097,0.16179
4048,C#CC1C(C=C)CCOS1(=O)=O,*C1CCOS(=O)(=O)C1*,*C=C,*C#C,-0.01097,0.16579
4049,C=CC1CC(OC(=O)OC)C(=O)O1,*C1CC(*)C(=O)O1,*OC(=O)OC,*C=C,-0.01097,0.1664
4050,CCCC1CC(=O)OC1OC(=O)OC,*C1CC(=O)OC1*,*CCC,*OC(=O)OC,-0.01097,0.17349
4051,C=CC1OS(=O)(=O)C(CCC)S(=O)(=O)O1,*C1OS(=O)(=O)C(*)S(=O)(=O)O1,*CCC,*C=C,-0.01097,0.17737
4052,COC(=O)OCOC(=O)CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*COC(=O)CCCC(=O)OC*,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC(=O)OC,-0.01097,0.17912
4053,COC1CCC(c2ccccc2)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*c1ccccc1,*OC,-0.01098,0.15138
4054,C#CC1CCC(Br)OS1=O,*C1CCC(*)S(=O)O1,*C#C,*Br,-0.01098,0.15677
4055,COC1CS(=O)OCC1C#N,*C1COS(=O)CC1*,*OC,*C#N,-0.01098,0.16065
4056,COCOC1COS(=O)(=O)CC1OCOC,*C1COS(=O)(=O)CC1*,*OCOC,*OCOC,-0.01098,0.17357
4057,C=CC1C([Si](C)(C)C)CCOS1=O,*C1CCOS(=O)C1*,*C=C,*[Si](C)(C)C,-0.01099,0.14101
4058,C=CC1CCS(=O)(=O)OC1c1cccs1,*C1CCS(=O)(=O)OC1*,*c1cccs1,*C=C,-0.01099,0.14289
4059,C[Si](C)(C)C1C(=O)OCC1c1cccs1,*C1COC(=O)C1*,*[Si](C)(C)C,*c1cccs1,-0.01099,0.14351
4060,COCOC1COS(=O)C([Si](C)(C)C)C1,*C1COS(=O)C(*)C1,*[Si](C)(C)C,*OCOC,-0.01099,0.14727
4061,C=CCC1OC(=O)OC1c1cccs1,*C1OC(=O)OC1*,*CC=C,*c1cccs1,-0.01099,0.14821
4062,C=CC1COS(=O)CC1F,*C1COS(=O)CC1*,*F,*C=C,-0.01099,0.15196
4063,COC(=O)OC1CC(c2ccccc2)OC1=O,*C1CC(*)C(=O)O1,*OC(=O)OC,*c1ccccc1,-0.01099,0.15324
4064,C=CC1CCC(C(F)(F)F)S(=O)O1,*C1CCC(*)S(=O)O1,*C(F)(F)F,*C=C,-0.01099,0.15982
4065,COCOCOC(=O)CCCC(=O)OCC(F)(F)F,*COC(=O)CCCC(=O)OC*,*OCOC,*C(F)(F)F,-0.01099,0.16445
4066,COC(Br)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*Br,-0.01099,0.17417
4067,COC(=O)OC1CC(=O)OC1OC(=O)OC,*C1CC(=O)OC1*,*OC(=O)OC,*OC(=O)OC,-0.01099,0.17803
4068,O=C1OC(C(F)(F)F)C(C(F)(F)F)O1,*C1OC(=O)OC1*,*C(F)(F)F,*C(F)(F)F,-0.01099,0.20625
4069,C#CC1CCOS(=O)C1OCOC,*C1CCOS(=O)C1*,*OCOC,*C#C,-0.011,0.1428
4070,CC1CC(c2ccccc2)C(=O)O1,*C1CC(*)C(=O)O1,*c1ccccc1,*C,-0.011,0.14752
4071,C[Si](C)(C)C(=O)OCC(F)(F)F,*COC(*)=O,*[Si](C)(C)C,*C(F)(F)F,-0.011,0.16564
4072,CCCC1CCOS(=O)(=O)C1OCOC,*C1CCOS(=O)(=O)C1*,*CCC,*OCOC,-0.011,0.16797
4073,CC1CC(OC(=O)OC)C(=O)O1,*C1CC(*)C(=O)O1,*OC(=O)OC,*C,-0.011,0.16908
4074,O=S1OCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1C(F)(F)F,*C1CCOS(=O)C1*,*C(F)(F)F,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.011,0.16929
4075,O=S1CCC(c2cccs2)C(Cl)O1,*C1CCS(=O)OC1*,*c1cccs1,*Cl,-0.01101,0.14271
4076,COC1CC(C(F)(F)F)COS1=O,*C1COS(=O)C(*)C1,*OC,*C(F)(F)F,-0.01101,0.15075
4077,C1CC(=O)OC1c1ccccc1,*C1CC(=O)OC1*,*,*c1ccccc1,-0.01101,0.15118
4078,COCOC1CCC(C(=O)OC)S(=O)O1,*C1CCC(*)S(=O)O1,*C(=O)OC,*OCOC,-0.01101,0.1529
