No,SMILES,Skeletons,FunctionalGroups1,FunctionalGroups2,LUMOs,Chemical_Hardness
0,C#C,*C#C*,*,*,0.00797,0.18317
1,FC=CF,*C=C*,*F,*F,0.00702,0.17021
2,FC#CF,*C#C*,*F,*F,0.00522,0.18315
3,C=CF,*C=C*,*,*F,0.00382,0.16963
4,FC=CCl,*C=C*,*F,*Cl,0.00373,0.1642
5,ClC#CCl,*C#C*,*Cl,*Cl,0.00367,0.16674
6,C#CC#CF,*C#C*,*F,*C#C,0.00358,0.16561
7,FC#CCl,*C#C*,*F,*Cl,0.00324,0.17308
8,ClC=CCl,*C=C*,*Cl,*Cl,0.00268,0.16097
9,C#CCl,*C#C*,*,*Cl,0.00256,0.17221
10,C(C),*C(*)C,*,*,0.00233,0.20261
11,C=CC,*C=C*,*,*C,0.00221,0.15912
12,C=CCC=C,*C=C*,*,*CC=C,0.00212,0.15879
13,CC=CC,*C=C*,*C,*C,0.00194,0.15026
14,C=CBr,*C=C*,*,*Br,0.00187,0.15967
15,C=C(F)Br,*C(*)=C,*F,*Br,0.00176,0.16405
16,C#CF,*C#C*,*,*F,0.00172,0.18039
17,C=CCl,*C=C*,*,*Cl,0.00167,0.16376
18,C(C)C,*C(*)C,*,*C,0.00157,0.19395
19,C(C)C=C,*C(*)C,*,*C=C,0.0015,0.15869
20,C=CC=CC,*C=C*,*C=C,*C,0.00147,0.14033
21,FC=CBr,*C=C*,*F,*Br,0.00121,0.15954
22,C(C)CC=C,*C(*)C,*,*CC=C,0.00096,0.15783
23,CC=CCCC,*C=C*,*C,*CCC,0.0009,0.14941
24,C(C)CCC,*C(*)C,*,*CCC,0.00078,0.18572
25,C=CCC=CC,*C=C*,*C,*CC=C,0.00076,0.15134
26,C=CC(C)C=C,*C(*)C,*C=C,*C=C,0.00069,0.1571
27,C=CC(C)C,*C(*)C,*C=C,*C,0.00064,0.15824
28,C=CCC=CCC=C,*C=C*,*CC=C,*CC=C,0.00052,0.15234
29,C=CC(C)CC=C,*C(*)C,*C=C,*CC=C,0.00049,0.15558
30,C#CBr,*C#C*,*,*Br,0.00043,0.16705
31,C=CC(C)OC,*C(*)C,*C=C,*OC,0.00028,0.16462
32,C(C)OC,*C(*)C,*,*OC,0.00023,0.16522
33,C(OC)OC,*C(*)(OC)OC,*,*,0.00022,0.17506
34,FC#CBr,*C#C*,*F,*Br,0.00016,0.1673
35,COC(=O),*COC(*)=O,*,*,0.00007,0.18643
36,C=COC,*C=C*,*,*OC,0.00004,0.14765
37,C=CCC=CCCC,*C=C*,*CC=C,*CCC,0.00002,0.15056
38,C=CC(C)OCOC,*C(*)C,*C=C,*OCOC,0.00001,0.16561
39,C=CC(C=C)(OC)OC,*C(*)(OC)OC,*C=C,*C=C,-0.00007,0.1591
40,C(=O)OCF,*COC(*)=O,*,*F,-0.00009,0.19451
41,C=CC(C)CCC,*C(*)C,*C=C,*CCC,-0.00012,0.15713
42,C=CC=CCCC,*C=C*,*C=C,*CCC,-0.00013,0.1393
43,C=CCC(C)C,*C(*)C,*C,*CC=C,-0.00016,0.15707
44,CC(C)C,*C(*)C,*C,*C,-0.00023,0.18974
45,C#CCCC=C,*CC*,*C=C,*C#C,-0.00027,0.16019
46,C=CCCCCC,*CC*,*C=C,*CCC,-0.00029,0.15675
47,ClC=CBr,*C=C*,*Cl,*Br,-0.0003,0.15713
48,C#CC(C)C=C,*C(*)C,*C=C,*C#C,-0.00037,0.1616
49,C=CCC(C)CC=C,*C(*)C,*CC=C,*CC=C,-0.00041,0.15348
50,C(=O)OCC,*COC(*)=O,*,*C,-0.00041,0.18386
51,C=C(C)OC,*C(*)=C,*C,*OC,-0.00045,0.14326
52,C(C)OCOC,*C(*)C,*,*OCOC,-0.00046,0.17348
53,COC(OC)(OC)OC,*C(*)(OC)OC,*OC,*OC,-0.00047,0.17765
54,C#CC=CC,*C=C*,*C,*C#C,-0.00048,0.1467
55,CC(C)CCC,*C(*)C,*C,*CCC,-0.0005,0.18187
56,COCCF,*CC*,*OC,*F,-0.00051,0.16769
57,COC(C)F,*C(*)C,*OC,*F,-0.00051,0.18255
58,C#CC(C=C)(OC)OC,*C(*)(OC)OC,*C=C,*C#C,-0.00057,0.16406
59,C=CCC=CF,*C=C*,*CC=C,*F,-0.00058,0.15803
60,C=CC(C)(OC)OC,*C(*)(OC)OC,*C=C,*C,-0.00059,0.16358
61,C=CCCCCCC,*CC*,*CC=C,*CCC,-0.00065,0.15645
62,CC(C)OC,*C(*)C,*C,*OC,-0.00066,0.16299
63,CC=CF,*C=C*,*C,*F,-0.00067,0.15734
64,C=C(CCC)OC,*C(*)=C,*OC,*CCC,-0.00068,0.14262
65,CC(C)OCOC,*C(*)C,*C,*OCOC,-0.00075,0.1714
66,CC=COC(=O)OC,*C=C*,*C,*OC(=O)OC,-0.00082,0.15129
67,C(C)F,*C(*)C,*,*F,-0.00082,0.20263
68,CCCC(C)OC,*C(*)C,*OC,*CCC,-0.00083,0.16236
69,C#CC(C#C)(OC)OC,*C(*)(OC)OC,*C#C,*C#C,-0.00083,0.17077
70,C=CCC#CCC=C,*C#C*,*CC=C,*CC=C,-0.00091,0.15534
71,C=COC(=O)OC,*C=C*,*,*OC(=O)OC,-0.00094,0.15962
72,C(CC=C)(OC)OC,*C(*)(OC)OC,*,*CC=C,-0.00095,0.15693
73,FC=CC(F)(F)F,*C=C*,*F,*C(F)(F)F,-0.00095,0.18528
74,C(OCOC)(OC)OC,*C(*)(OC)OC,*,*OCOC,-0.00096,0.17487
75,C#CC(F)(OC)OC,*C(*)(OC)OC,*F,*C#C,-0.00098,0.18025
76,CC#CC,*C#C*,*C,*C,-0.00099,0.15408
77,C=CCCOC(=O)OC,*COC(*)=O,*OC,*CC=C,-0.00099,0.16244
78,C#CCCC,*CC*,*C,*C#C,-0.001,0.16391
79,C(C)C#C,*C(*)C,*,*C#C,-0.00104,0.16437
80,C=CC(C)OC(=O)OC,*C(*)C,*C=C,*OC(=O)OC,-0.00105,0.16813
81,CC(C)(OC)OC,*C(*)(OC)OC,*C,*C,-0.00105,0.16915
82,C#CC(C)OC,*C(*)C,*OC,*C#C,-0.00108,0.16818
83,C(=O)OCCCC,*COC(*)=O,*,*CCC,-0.0011,0.18285
84,C=CC=CF,*C=C*,*C=C,*F,-0.00111,0.14593
85,C#CC(C)CC=C,*C(*)C,*CC=C,*C#C,-0.00111,0.15844
86,C#CC(OC)(OC)OC,*C(*)(OC)OC,*OC,*C#C,-0.00111,0.17376
87,C(C#C)(OC)OC,*C(*)(OC)OC,*,*C#C,-0.00112,0.17272
88,C=CCC(=C)OC,*C(*)=C,*CC=C,*OC,-0.00114,0.14425
89,C#CCCCC=C,*CC*,*CC=C,*C#C,-0.00114,0.15639
90,C=C(OC)C(F)(F)F,*C(*)=C,*OC,*C(F)(F)F,-0.00116,0.16363
91,C=CC(OC)(OC)OC,*C(*)(OC)OC,*C=C,*OC,-0.00117,0.16536
92,C=CCC(C)OC,*C(*)C,*CC=C,*OC,-0.00119,0.15575
93,C=CC(CC=C)(OC)OC,*C(*)(OC)OC,*C=C,*CC=C,-0.00119,0.15736
94,CCCCCOC,*CC*,*OC,*CCC,-0.00119,0.16416
95,C#CC#CCl,*C#C*,*Cl,*C#C,-0.0012,0.15883
96,C=CCOC(=O)OC,*COC(*)=O,*OC,*C=C,-0.00122,0.16886
97,C=CCC(=C)CCC,*C(*)=C,*CC=C,*CCC,-0.00123,0.15229
98,ClC#CBr,*C#C*,*Cl,*Br,-0.00123,0.16139
99,C=CCCc1cccs1,*CC*,*C=C,*c1cccs1,-0.00124,0.14118
100,CCCC(C)OCOC,*C(*)C,*OCOC,*CCC,-0.00125,0.17
101,C(=O)OCC#C,*COC(*)=O,*,*C#C,-0.00125,0.17346
102,CC=COC,*C=C*,*C,*OC,-0.00129,0.13934
103,COC=CF,*C=C*,*OC,*F,-0.00129,0.14597
104,C=C(Cl)OCOC,*C(*)=C,*OCOC,*Cl,-0.00129,0.1575
105,C#CC(C)(OC)OC,*C(*)(OC)OC,*C,*C#C,-0.0013,0.17062
106,C=CCC#CC,*C#C*,*C,*CC=C,-0.00131,0.15435
107,C=C(F)OCOC,*C(*)=C,*OCOC,*F,-0.00131,0.15567
108,C(F)(OC)OC,*C(*)(OC)OC,*,*F,-0.00131,0.18295
109,CCCF,*CC*,*C,*F,-0.00131,0.19807
110,CCCC=COC(=O)OC,*C=C*,*OC(=O)OC,*CCC,-0.00132,0.15044
111,COC=COC,*C=C*,*OC,*OC,-0.00134,0.13211
112,COCOC(C)OCOC,*C(*)C,*OCOC,*OCOC,-0.00135,0.1737
113,C=CC(F)(OC)OC,*C(*)(OC)OC,*C=C,*F,-0.00136,0.17244
114,C=CCC=COC,*C=C*,*CC=C,*OC,-0.00137,0.14141
115,C=C(Cl)OC,*C(*)=C,*OC,*Cl,-0.00137,0.15454
116,COC(C)c1cccs1,*C(*)C,*OC,*c1cccs1,-0.00142,0.14358
117,C=COCOC,*C=C*,*,*OCOC,-0.00144,0.14985
118,COC(=O)OC,*COC(*)=O,*OC,*,-0.00144,0.18851
119,C=CCC#CCl,*C#C*,*CC=C,*Cl,-0.00145,0.15904
120,C#CCCF,*CC*,*F,*C#C,-0.00147,0.17169
121,COCOC(F)(OC)OC,*C(*)(OC)OC,*OCOC,*F,-0.00148,0.17936
122,C#CC(OCOC)(OC)OC,*C(*)(OC)OC,*OCOC,*C#C,-0.00149,0.17335
123,C=CCC=COC(=O)OC,*C=C*,*CC=C,*OC(=O)OC,-0.00151,0.15212
124,C=CCC(C)CCC,*C(*)C,*CC=C,*CCC,-0.00151,0.15624
125,C=CCC(C)c1cccs1,*C(*)C,*CC=C,*c1cccs1,-0.00153,0.14065
126,C=CCC#CCCC,*C#C*,*CC=C,*CCC,-0.00153,0.15365
127,C#CCCOC,*CC*,*OC,*C#C,-0.00153,0.16624
128,CC(OCOC)(OC)OC,*C(*)(OC)OC,*C,*OCOC,-0.00154,0.17231
129,C=CCC(C)OCOC,*C(*)C,*CC=C,*OCOC,-0.00156,0.15609
130,FC(F)(F)C#CCl,*C#C*,*Cl,*C(F)(F)F,-0.00156,0.18593
131,C(=O)OCC=C,*COC(*)=O,*,*C=C,-0.00157,0.16494
132,C=CC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*C=C,*OC(=O)OC,-0.00159,0.1685
133,C#CC(=C)C,*C(*)=C,*C,*C#C,-0.0016,0.1495
134,C=CCC(C)(OC)OC,*C(*)(OC)OC,*C,*CC=C,-0.00161,0.15502
135,C(=O)OCCl,*COC(*)=O,*,*Cl,-0.00161,0.18885
136,C=C(C)CCC,*C(*)=C,*C,*CCC,-0.00163,0.15008
137,C=CCC#CBr,*C#C*,*CC=C,*Br,-0.00163,0.15644
138,C#CC(CC=C)(OC)OC,*C(*)(OC)OC,*CC=C,*C#C,-0.00163,0.1587
139,C=CCC(F)(OC)OC,*C(*)(OC)OC,*CC=C,*F,-0.00165,0.16178
140,CCCCCF,*CC*,*F,*CCC,-0.00165,0.18811
141,C=CC(C)Cl,*C(*)C,*C=C,*Cl,-0.00166,0.16637
142,C=CC(c1cccs1)(OC)OC,*C(*)(OC)OC,*C=C,*c1cccs1,-0.00169,0.14348
143,C(OC)(OC)OC,*C(*)(OC)OC,*,*OC,-0.00169,0.17418
144,COCOC=COCOC,*C=C*,*OCOC,*OCOC,-0.00171,0.13588
145,COC(OCOC)(OC)OC,*C(*)(OC)OC,*OC,*OCOC,-0.00171,0.17404
146,C=CCC#CF,*C#C*,*CC=C,*F,-0.00172,0.1628
147,CCCC=COC,*C=C*,*OC,*CCC,-0.00176,0.13897
148,C=CC(C)c1cccs1,*C(*)C,*C=C,*c1cccs1,-0.00179,0.14093
149,C#CCCCCC,*CC*,*CCC,*C#C,-0.00179,0.16277
150,FC#CC(F)(F)F,*C#C*,*F,*C(F)(F)F,-0.0018,0.19706
151,C(C)c1cccs1,*C(*)C,*,*c1cccs1,-0.00181,0.14036
152,CCCCOC(=O)OC,*COC(*)=O,*OC,*CCC,-0.00183,0.18589
153,C#CC(C)C,*C(*)C,*C,*C#C,-0.00185,0.16365
154,C#CC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*OC(=O)OC,*C#C,-0.00185,0.17482
155,C=CC(CCC)(OC)OC,*C(*)(OC)OC,*C=C,*CCC,-0.00188,0.16266
156,C=C(C)F,*C(*)=C,*C,*F,-0.00191,0.15839
157,C=CC=COC,*C=C*,*C=C,*OC,-0.00193,0.13174
158,C#CC(=C)OC,*C(*)=C,*OC,*C#C,-0.00193,0.14567
159,C=CCC(=C)OC(=O)OC,*C(*)=C,*CC=C,*OC(=O)OC,-0.00193,0.15729
160,C=CCC(C)F,*C(*)C,*CC=C,*F,-0.00193,0.16037
161,C#CC(C)OCOC,*C(*)C,*OCOC,*C#C,-0.00193,0.16787
162,C=CCC(=C)F,*C(*)=C,*CC=C,*F,-0.00195,0.15925
163,CCCCCOCOC,*CC*,*OCOC,*CCC,-0.00195,0.17223
164,CCCC(C)OC(=O)OC,*C(*)C,*OC(=O)OC,*CCC,-0.00195,0.1819
165,C=CCCCF,*CC*,*CC=C,*F,-0.00196,0.16193
166,CC(C)OC(=O)OC,*C(*)C,*C,*OC(=O)OC,-0.00196,0.18412
167,C=CCC=CCl,*C=C*,*CC=C,*Cl,-0.00197,0.15461
168,CC(C)F,*C(*)C,*C,*F,-0.00198,0.19721
169,COC#COC,*C#C*,*OC,*OC,-0.00199,0.13615
170,CC#CCCC,*C#C*,*C,*CCC,-0.00199,0.1528
171,CC(CCC)(OC)OC,*C(*)(OC)OC,*C,*CCC,-0.00199,0.16655
172,CCCC(C)F,*C(*)C,*F,*CCC,-0.00201,0.18846
173,C#CC(C)CCC,*C(*)C,*CCC,*C#C,-0.00202,0.16288
174,CCCC=CF,*C=C*,*F,*CCC,-0.00203,0.15583
175,C=CCOC(=O)OC(=O)OC,*COC(*)=O,*OC(=O)OC,*C=C,-0.00203,0.17121
176,COCOC=COC(=O)OC,*C=C*,*OCOC,*OC(=O)OC,-0.00206,0.14328
177,COCOC(C)c1cccs1,*C(*)C,*OCOC,*c1cccs1,-0.00208,0.14322
178,C(=O)OCCC=C,*COC(*)=O,*,*CC=C,-0.00209,0.16177
179,C=CCC(CC=C)(OC)OC,*C(*)(OC)OC,*CC=C,*CC=C,-0.00211,0.14988
180,C#CC(c1cccs1)(OC)OC,*C(*)(OC)OC,*c1cccs1,*C#C,-0.00212,0.14528
181,C=CCCCOC(=O)OC,*CC*,*CC=C,*OC(=O)OC,-0.00212,0.1606
182,CCOC(=O)OC,*COC(*)=O,*OC,*C,-0.00212,0.18673
183,CCOC(=O)OC(=O)OC,*COC(*)=O,*OC(=O)OC,*C,-0.00213,0.19255
184,C=CC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*C=C,*c1ccccc1,-0.00215,0.14902
185,C=C(C)Cl,*C(*)=C,*C,*Cl,-0.00216,0.1568
186,CC(F)(OC)OC,*C(*)(OC)OC,*C,*F,-0.00219,0.17932
187,CCCC(C)CCC,*C(*)C,*CCC,*CCC,-0.0022,0.17856
188,C=CCCCc1cccs1,*CC*,*CC=C,*c1cccs1,-0.00223,0.13972
189,C#CC(C)OC(=O)OC,*C(*)C,*OC(=O)OC,*C#C,-0.00226,0.17073
190,CCCOC(=O)OC,*CC*,*C,*OC(=O)OC,-0.00226,0.18634
191,C=CCC(CCC)(OC)OC,*C(*)(OC)OC,*CC=C,*CCC,-0.00227,0.15434
192,C#CCCOCOC,*CC*,*OCOC,*C#C,-0.00227,0.16651
193,C=CC(OCOC)(OC)OC,*C(*)(OC)OC,*C=C,*OCOC,-0.00228,0.16575
194,C(C=C)(OC)OC,*C(*)(OC)OC,*,*C=C,-0.00228,0.16636
195,CC(C)c1cccs1,*C(*)C,*C,*c1cccs1,-0.00229,0.13941
196,COC=COC(=O)OC,*C=C*,*OC,*OC(=O)OC,-0.00229,0.14191
197,FCCC(F)(F)F,*CC*,*F,*C(F)(F)F,-0.00229,0.21657
198,CC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*C,*OC(=O)OC,-0.0023,0.17704
199,CCCCCc1cccs1,*CC*,*c1cccs1,*CCC,-0.00231,0.13949
200,CC=CCl,*C=C*,*C,*Cl,-0.00232,0.1534
201,CC(OC)(OC)OC,*C(*)(OC)OC,*C,*OC,-0.00232,0.17035
202,COC(=O)C(F)(OC)OC,*C(*)(OC)OC,*C(=O)OC,*F,-0.00232,0.17898
203,C=C(F)OC,*C(*)=C,*OC,*F,-0.00234,0.14492
204,COC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*OC,*C(=O)OC,-0.00236,0.16875
205,C=C(F)CCC,*C(*)=C,*F,*CCC,-0.00237,0.15692
206,C=CCC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*CC=C,*OC(=O)OC,-0.00237,0.15768
207,CC#CF,*C#C*,*C,*F,-0.00237,0.1654
208,C#CC(CCC)(OC)OC,*C(*)(OC)OC,*CCC,*C#C,-0.00237,0.16944
209,C=CCC(OC)(OC)OC,*C(*)(OC)OC,*CC=C,*OC,-0.00238,0.15553
210,C(C)(OC)OC,*C(*)(OC)OC,*,*C,-0.00238,0.16625
211,COC(=O)CCC,*COC(*)=O,*CCC,*,-0.00238,0.17402
212,C#CC(C)c1cccs1,*C(*)C,*c1cccs1,*C#C,-0.00239,0.14286
213,CC(c1cccs1)(OC)OC,*C(*)(OC)OC,*C,*c1cccs1,-0.0024,0.1435
214,C(=O)OCOC(=O)OC,*COC(*)=O,*,*OC(=O)OC,-0.0024,0.1905
215,COCCOC(=O)OC,*CC*,*OC,*OC(=O)OC,-0.00241,0.16924
216,COC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*OC,*OC(=O)OC,-0.00242,0.17847
217,CCOC(=O)CCC,*COC(*)=O,*CCC,*C,-0.00244,0.17245
218,CCOC(=O)C,*COC(*)=O,*C,*C,-0.00244,0.17617
219,C#CC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*c1ccccc1,*C#C,-0.00245,0.15138
220,C=CCOC(=O)OCOC,*COC(*)=O,*OCOC,*C=C,-0.00247,0.16845
221,C(c1ccccc1)(OC)OC,*C(*)(OC)OC,*,*c1ccccc1,-0.00248,0.15158
222,COCOC(Cl)(OC)OC,*C(*)(OC)OC,*OCOC,*Cl,-0.00248,0.17719
223,CC=COCOC,*C=C*,*C,*OCOC,-0.00249,0.14166
224,CC#CCl,*C#C*,*C,*Cl,-0.00249,0.15868
225,C=CC#CCCC,*C#C*,*C=C,*CCC,-0.0025,0.14369
226,COC(F)(c1cccs1)OC,*C(*)(OC)OC,*F,*c1cccs1,-0.0025,0.1488
227,C=CCC(C(F)(F)F)(OC)OC,*C(*)(OC)OC,*CC=C,*C(F)(F)F,-0.0025,0.16188
228,COC(F)(OC)OC,*C(*)(OC)OC,*OC,*F,-0.0025,0.1839
229,C#CCCc1cccs1,*CC*,*c1cccs1,*C#C,-0.00251,0.14339
230,C=CC#CF,*C#C*,*C=C,*F,-0.00252,0.15315
231,COCCc1cccs1,*CC*,*OC,*c1cccs1,-0.00253,0.13843
232,C=CCC(=C)Cl,*C(*)=C,*CC=C,*Cl,-0.00253,0.15716
233,C=C(C)OC(=O)OC,*C(*)=C,*C,*OC(=O)OC,-0.00253,0.15925
234,COC(=O)OC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*OC(=O)OC,*OC(=O)OC,-0.00253,0.185
235,C=CCCOC(=O)OCOCOC,*COC(=O)OC*,*CC=C,*OCOC,-0.00254,0.16003
236,CC(F)F,*C(*)C,*F,*F,-0.00255,0.20938
237,C=CCC(=O)OCCCC,*COC(*)=O,*CC=C,*CCC,-0.00256,0.16179
238,CCCC(C)c1cccs1,*C(*)C,*c1cccs1,*CCC,-0.00257,0.1391
239,COCOC(C)OC(=O)OC,*C(*)C,*OCOC,*OC(=O)OC,-0.00257,0.17807
240,COC(c1cccs1)(c1cccs1)OC,*C(*)(OC)OC,*c1cccs1,*c1cccs1,-0.00258,0.13949
241,CC#CBr,*C#C*,*C,*Br,-0.00259,0.15565
242,C(C)c1ccccc1,*C(*)C,*,*c1ccccc1,-0.0026,0.14687
243,C=CC(C)OC(C)=O,*C(*)C,*C=C,*OC(C)=O,-0.00261,0.16647
244,COCOCCc1cccs1,*CC*,*OCOC,*c1cccs1,-0.00262,0.14168
245,COC(=O)OC=COC(=O)OC,*C=C*,*OC(=O)OC,*OC(=O)OC,-0.00265,0.15106
246,CCCC#CF,*C#C*,*F,*CCC,-0.00265,0.16372
247,C=CC=COCOC,*C=C*,*C=C,*OCOC,-0.00266,0.13354
248,C=CC(C)F,*C(*)C,*C=C,*F,-0.00267,0.16275
249,C#CC(C)F,*C(*)C,*F,*C#C,-0.00267,0.17289
250,C=CCC=CBr,*C=C*,*CC=C,*Br,-0.00268,0.15145
251,CCOC(=O)OCCCC,*COC(=O)OC*,*C,*CCC,-0.00268,0.18443
252,CC=COC(C)=O,*C=C*,*C,*OC(C)=O,-0.00269,0.14922
253,CCCC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*OC(=O)OC,*CCC,-0.0027,0.17449
254,C#CC(C)C#C,*C(*)C,*C#C,*C#C,-0.00271,0.16461
255,C=COC(C)=O,*C=C*,*,*OC(C)=O,-0.00273,0.15748
256,CC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*C,*c1ccccc1,-0.00274,0.15015
257,C=CCOC(=O)OCCC=C,*COC(=O)OC*,*C=C,*CC=C,-0.00274,0.15988
258,C#CC#CC,*C#C*,*C,*C#C,-0.00275,0.15286
259,COC(=O)OCF,*COC(*)=O,*OC,*F,-0.00275,0.19533
260,C=CC(C)c1ccccc1,*C(*)C,*C=C,*c1ccccc1,-0.00277,0.14702
261,C#CC#CCC=C,*C#C*,*CC=C,*C#C,-0.00277,0.15332
262,COCOC=Cc1cccs1,*C=C*,*OCOC,*c1cccs1,-0.00278,0.12889
263,C(c1cccs1)(OC)OC,*C(*)(OC)OC,*,*c1cccs1,-0.00278,0.14507
264,C=C(C)Br,*C(*)=C,*C,*Br,-0.00278,0.15381
265,CC(F)c1cccs1,*C(*)C,*F,*c1cccs1,-0.00279,0.14503
266,COC(=O)C,*COC(*)=O,*C,*,-0.00281,0.17772
267,C=CCC=COCOC,*C=C*,*CC=C,*OCOC,-0.00282,0.14336
268,COC(C)Cl,*C(*)C,*OC,*Cl,-0.00282,0.17743
269,C=CCC(C)OC(=O)OC,*C(*)C,*CC=C,*OC(=O)OC,-0.00283,0.15884
270,C=CC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*C=C,*C(=O)OC,-0.00283,0.16425
271,C#COC,*C#C*,*,*OC,-0.00284,0.15331
272,C=CCCOC(=O)OCC,*COC(=O)OC*,*C,*CC=C,-0.00285,0.15908
273,C=CCCCc1ccccc1,*CC*,*CC=C,*c1ccccc1,-0.00287,0.14603
274,C=CCC(=C)OCOC,*C(*)=C,*CC=C,*OCOC,-0.00287,0.14612
275,C#CC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*C(=O)OC,*C#C,-0.00287,0.16975
276,C=C(Cl)CCC,*C(*)=C,*Cl,*CCC,-0.0029,0.15517
277,C=CC=CCC=C,*C=C*,*C=C,*CC=C,-0.00291,0.13997
278,C=CCC#COC,*C#C*,*CC=C,*OC,-0.00291,0.14496
279,COC(=O)OCc1cccs1,*COC(*)=O,*OC,*c1cccs1,-0.00292,0.14686
280,COCCC(=O)OC,*CC*,*OC,*C(=O)OC,-0.00292,0.16672
281,CCCCCOC(=O)OC,*CC*,*OC(=O)OC,*CCC,-0.00292,0.18549
282,COCOC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*OCOC,*C(=O)OC,-0.00293,0.16927
283,C=C(C)OCOC,*C(*)=C,*C,*OCOC,-0.00294,0.14488
284,C=CC(C)C(F)(F)F,*C(*)C,*C=C,*C(F)(F)F,-0.00294,0.16912
285,CCCC=COC(C)=O,*C=C*,*OC(C)=O,*CCC,-0.00295,0.14853
286,CC(C)c1ccccc1,*C(*)C,*C,*c1ccccc1,-0.00296,0.14665
287,C=CC(C)C(=O)OC,*C(*)C,*C=C,*C(=O)OC,-0.00297,0.16062
288,CCCC(OC)(OC)OC,*C(*)(OC)OC,*OC,*CCC,-0.00298,0.16772
289,COC(C)OC(=O)OC,*C(*)C,*OC,*OC(=O)OC,-0.00298,0.17817
290,CC(c1cccs1)c1cccs1,*C(*)C,*c1cccs1,*c1cccs1,-0.00299,0.13866
291,COC(=O)OCOC(=O)OC,*COC(*)=O,*OC,*OC(=O)OC,-0.00299,0.19096
292,C=CCC(C)c1ccccc1,*C(*)C,*CC=C,*c1ccccc1,-0.003,0.14725
293,C=CCC(C)Cl,*C(*)C,*CC=C,*Cl,-0.00301,0.16323
294,COC(=O)C(C)F,*C(*)C,*C(=O)OC,*F,-0.00302,0.18073
295,C=CCC(c1cccs1)(OC)OC,*C(*)(OC)OC,*CC=C,*c1cccs1,-0.00303,0.14282
296,C=CCOC(=O)C,*COC(*)=O,*C,*C=C,-0.00303,0.16604
297,COCOC(=O)OCF,*COC(*)=O,*OCOC,*F,-0.00306,0.18485
298,CC#COC(=O)OC,*C#C*,*C,*OC(=O)OC,-0.00307,0.15508
299,CC#COC,*C#C*,*C,*OC,-0.00308,0.14335
300,CCCC#CCl,*C#C*,*Cl,*CCC,-0.00308,0.15727
301,CCCC=COCOC,*C=C*,*OCOC,*CCC,-0.0031,0.14113
302,C=C(OCOC)C(F)(F)F,*C(*)=C,*OCOC,*C(F)(F)F,-0.0031,0.16693
303,C=CC=C,*C=C*,*,*C=C,-0.00311,0.14459
304,C#CCOC(=O)OCCC=C,*COC(=O)OC*,*CC=C,*C#C,-0.00312,0.16049
305,C#CC=COCOC,*C=C*,*OCOC,*C#C,-0.00313,0.13877
306,C=C(Br)OCOC,*C(*)=C,*OCOC,*Br,-0.00314,0.14915
307,COCOC(C)c1ccccc1,*C(*)C,*OCOC,*c1ccccc1,-0.00315,0.15013
308,CCCC(F)(OC)OC,*C(*)(OC)OC,*F,*CCC,-0.00315,0.17741
309,C=CCC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*CC=C,*c1ccccc1,-0.00316,0.14958
310,C(=O)OCOC,*COC(*)=O,*,*OC,-0.00316,0.17905
311,COC(c1ccccc1)(c1cccs1)OC,*C(*)(OC)OC,*c1ccccc1,*c1cccs1,-0.00317,0.14087
312,COCCc1ccccc1,*CC*,*OC,*c1ccccc1,-0.00317,0.14885
313,COCCCl,*CC*,*OC,*Cl,-0.00317,0.17187
314,CCCC=CCl,*C=C*,*Cl,*CCC,-0.00318,0.15225
315,C#COCOC,*C#C*,*,*OCOC,-0.00318,0.15462
316,C=CCCOC(=O)OCCCC,*COC(=O)OC*,*CC=C,*CCC,-0.00318,0.15875
317,C=CCOC(=O)OCCCC,*COC(=O)OC*,*C=C,*CCC,-0.00318,0.16134
318,CCOC(=O)OCOC,*COC(*)=O,*OCOC,*C,-0.00318,0.17288
319,C=CC=COC(=O)OC,*C=C*,*C=C,*OC(=O)OC,-0.00319,0.14004
320,CCOC(=O)OCOCOC,*COC(=O)OC*,*C,*OCOC,-0.00319,0.17908
321,COCOC=Cc1ccccc1,*C=C*,*OCOC,*c1ccccc1,-0.0032,0.13134
322,COC(=O)OCOCOC,*COC(*)=O,*OC,*OCOC,-0.0032,0.16855
323,C#CC(C)OC(C)=O,*C(*)C,*OC(C)=O,*C#C,-0.0032,0.16925
324,CCCCl,*CC*,*C,*Cl,-0.0032,0.17654
325,CCCCOC(=O)OCOCOC,*COC(=O)OC*,*OCOC,*CCC,-0.0032,0.17891
