No,SMILES,Skeletons,FunctionalGroups1,FunctionalGroups2,LUMOs,Chemical_Hardness
1301,CCCC1OCC2(COC(Cl)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Cl,*CCC,-0.00833 ,0.16930 
1302,CC(=O)NC1OCC2(COC(Cl)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Cl,*NC(C)=O,-0.00960 ,0.16618 
1303,C#CC1OCC2(COC(Cl)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Cl,*C#C,-0.01045 ,0.17216 
1304,COC(=O)C=CC1OCC2(COC(Cl)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Cl,*C=CC(=O)OC,-0.02197 ,0.16324 
1305,BrC1OCC2(CO1)COC(Br)OC2,*C1OCC2(CO1)COC(*)OC2,*Br,*Br,-0.01809 ,0.16650 
1306,BrC1OCC2(CO1)COC(c1ccccc1)OC2,*C1OCC2(CO1)COC(*)OC2,*Br,*c1ccccc1,-0.01293 ,0.14802 
1307,BrC1OCC2(CO1)COC(c1cccs1)OC2,*C1OCC2(CO1)COC(*)OC2,*Br,*c1cccs1,-0.01301 ,0.14072 
1308,FC(F)(F)C1OCC2(COC(Br)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Br,*C(F)(F)F,-0.01513 ,0.16817 
1309,C[Si](C)(C)C1OCC2(COC(Br)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Br,*[Si](C)(C)C,-0.01244 ,0.16269 
1310,CCCC1OCC2(COC(Br)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Br,*CCC,-0.01132 ,0.16678 
1311,CC(=O)NC1OCC2(COC(Br)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Br,*NC(C)=O,-0.01264 ,0.16431 
1312,C#CC1OCC2(COC(Br)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Br,*C#C,-0.01362 ,0.16694 
1313,COC(=O)C=CC1OCC2(COC(Br)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*Br,*C=CC(=O)OC,-0.02143 ,0.16314 
1314,c1(C4OCC5(CO4)COC(c4ccccc4)OC5)ccccc1,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*c1ccccc1,-0.00826 ,0.14847 
1315,c1(C4OCC5(CO4)COC(c4cccs4)OC5)ccccc1,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*c1cccs1,-0.00832 ,0.14115 
1316,FC(F)(F)C1OCC2(COC(c3ccccc3)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*C(F)(F)F,-0.00976 ,0.15303 
1317,C[Si](C)(C)C1OCC2(COC(c3ccccc3)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*[Si](C)(C)C,-0.00844 ,0.14771 
1318,CCCC1OCC2(CO1)COC(c1ccccc1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*CCC,-0.00672 ,0.14878 
1319,CC(=O)NC1OCC2(CO1)COC(c1ccccc1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*NC(C)=O,-0.00824 ,0.14948 
1320,C#CC1OCC2(CO1)COC(c1ccccc1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*C#C,-0.00874 ,0.14862 
1321,COC(=O)C=CC1OCC2(CO1)COC(c1ccccc1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1ccccc1,*C=CC(=O)OC,-0.01767 ,0.14457 
1322,c1(C4OCC5(CO4)COC(c4cccs4)OC5)cccs1,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*c1cccs1,-0.00831 ,0.14143 
1323,FC(F)(F)C1OCC2(COC(c3cccs3)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*C(F)(F)F,-0.01017 ,0.14211 
1324,C[Si](C)(C)C1OCC2(COC(c3cccs3)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*[Si](C)(C)C,-0.00869 ,0.14026 
1325,CCCC1OCC2(CO1)COC(c1cccs1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*CCC,-0.00670 ,0.14148 
1326,CC(=O)NC1OCC2(CO1)COC(c1cccs1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*NC(C)=O,-0.00854 ,0.14204 
1327,C#CC1OCC2(CO1)COC(c1cccs1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*C#C,-0.00873 ,0.14135 
1328,COC(=O)C=CC1OCC2(CO1)COC(c1cccs1)OC2,*C1OCC2(CO1)COC(*)OC2,*c1cccs1,*C=CC(=O)OC,-0.01829 ,0.13697 
1329,FC(F)(F)C1OCC2(CO1)COC(C(F)(F)F)OC2,*C1OCC2(CO1)COC(*)OC2,*C(F)(F)F,*C(F)(F)F,-0.00998 ,0.17815 
1330,C[Si](C)(C)C1OCC2(COC(C(F)(F)F)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*C(F)(F)F,*[Si](C)(C)C,-0.01049 ,0.16380 
1331,CCCC1OCC2(CO1)COC(C(F)(F)F)OC2,*C1OCC2(CO1)COC(*)OC2,*C(F)(F)F,*CCC,-0.00827 ,0.16893 
1332,CC(=O)NC1OCC2(CO1)COC(C(F)(F)F)OC2,*C1OCC2(CO1)COC(*)OC2,*C(F)(F)F,*NC(C)=O,-0.00959 ,0.16591 
1333,C#CC1OCC2(CO1)COC(C(F)(F)F)OC2,*C1OCC2(CO1)COC(*)OC2,*C(F)(F)F,*C#C,-0.01042 ,0.17188 
1334,COC(=O)C=CC1OCC2(CO1)COC(C(F)(F)F)OC2,*C1OCC2(CO1)COC(*)OC2,*C(F)(F)F,*C=CC(=O)OC,-0.02792 ,0.15877 
1335,C[Si](C)(C)C1OCC2(CO1)COC([Si](C)(C)C)OC2,*C1OCC2(CO1)COC(*)OC2,*[Si](C)(C)C,*[Si](C)(C)C,-0.00838 ,0.15891 
1336,CCCC1OCC2(CO1)COC([Si](C)(C)C)OC2,*C1OCC2(CO1)COC(*)OC2,*[Si](C)(C)C,*CCC,-0.00722 ,0.16055 
1337,CC(=O)NC1OCC2(CO1)COC([Si](C)(C)C)OC2,*C1OCC2(CO1)COC(*)OC2,*[Si](C)(C)C,*NC(C)=O,-0.00920 ,0.16211 
1338,C#CC1OCC2(CO1)COC([Si](C)(C)C)OC2,*C1OCC2(CO1)COC(*)OC2,*[Si](C)(C)C,*C#C,-0.00885 ,0.16195 
1339,COC(=O)C=CC1OCC2(CO1)COC([Si](C)(C)C)OC2,*C1OCC2(CO1)COC(*)OC2,*[Si](C)(C)C,*C=CC(=O)OC,-0.01635 ,0.15863 
1340,CCCC1OCC2(CO1)COC(CCC)OC2,*C1OCC2(CO1)COC(*)OC2,*CCC,*CCC,-0.00505 ,0.16587 
1341,CCCC1OCC2(CO1)COC(NC(C)=O)OC2,*C1OCC2(CO1)COC(*)OC2,*CCC,*NC(C)=O,-0.00684 ,0.16429 
1342,C#CC1OCC2(CO1)COC(CCC)OC2,*C1OCC2(CO1)COC(*)OC2,*CCC,*C#C,-0.00706 ,0.16763 
1343,CCCC1OCC2(COC(C=CC(=O)OC)OC2)CO1,*C1OCC2(CO1)COC(*)OC2,*CCC,*C=CC(=O)OC,-0.01672 ,0.16265 
1344,CC(=O)NC1OCC2(CO1)COC(NC(C)=O)OC2,*C1OCC2(CO1)COC(*)OC2,*NC(C)=O,*NC(C)=O,-0.00936 ,0.16466 
1345,C#CC1OCC2(CO1)COC(NC(C)=O)OC2,*C1OCC2(CO1)COC(*)OC2,*NC(C)=O,*C#C,-0.00845 ,0.16464 
1346,COC(=O)C=CC1OCC2(CO1)COC(NC(C)=O)OC2,*C1OCC2(CO1)COC(*)OC2,*NC(C)=O,*C=CC(=O)OC,-0.01984 ,0.15934 
1347,C#CC1OCC2(CO1)COC(C#C)OC2,*C1OCC2(CO1)COC(*)OC2,*C#C,*C#C,-0.00921 ,0.17074 
1348,C#CC1OCC2(CO1)COC(C=CC(=O)OC)OC2,*C1OCC2(CO1)COC(*)OC2,*C#C,*C=CC(=O)OC,-0.01845 ,0.16303 
1349,COC(=O)C=CC1OCC2(CO1)COC(C=CC(=O)OC)OC2,*C1OCC2(CO1)COC(*)OC2,*C=CC(=O)OC,*C=CC(=O)OC,-0.01972 ,0.16272 
1350,C(OC)OC,*C(*)(OC)OC,*,*,0.00022 ,0.17506 
1351,C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.01013 ,0.17921 
1352,C(C=C)(OC)OC,*C(*)(OC)OC,*,*C=C,-0.00228 ,0.16636 
1353,C(C)(OC)OC,*C(*)(OC)OC,*,*C,-0.00238 ,0.16625 
1354,C(CC=C)(OC)OC,*C(*)(OC)OC,*,*CC=C,-0.00095 ,0.15693 
1355,C(OC(C)=O)(OC)OC,*C(*)(OC)OC,*,*OC(C)=O,-0.00338 ,0.17726 
1356,C(OC)(OC)OC,*C(*)(OC)OC,*,*OC,-0.00169 ,0.17418 
1357,C(OCOC)(OC)OC,*C(*)(OC)OC,*,*OCOC,-0.00096 ,0.17487 
1358,C(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*,*OC(=O)OC,-0.00418 ,0.17792 
1359,C(C(=O)OC)(OC)OC,*C(*)(OC)OC,*,*C(=O)OC,-0.00326 ,0.16852 
1360,C(C#N)(OC)OC,*C(*)(OC)OC,*,*C#N,-0.00865 ,0.18545 
1361,C(N=C=O)(OC)OC,*C(*)(OC)OC,*,*N=C=O,-0.00699 ,0.17659 
1362,C(F)(OC)OC,*C(*)(OC)OC,*,*F,-0.00131 ,0.18295 
1363,C(Cl)(OC)OC,*C(*)(OC)OC,*,*Cl,-0.00695 ,0.17760 
1364,C(Br)(OC)OC,*C(*)(OC)OC,*,*Br,-0.00639 ,0.16500 
1365,C(c1ccccc1)(OC)OC,*C(*)(OC)OC,*,*c1ccccc1,-0.00248 ,0.15158 
1366,C(c1cccs1)(OC)OC,*C(*)(OC)OC,*,*c1cccs1,-0.00278 ,0.14507 
1367,C(C(F)(F)F)(OC)OC,*C(*)(OC)OC,*,*C(F)(F)F,-0.00536 ,0.18337 
1368,C([Si](C)(C)C)(OC)OC,*C(*)(OC)OC,*,*[Si](C)(C)C,-0.00579 ,0.15309 
1369,C(CCC)(OC)OC,*C(*)(OC)OC,*,*CCC,-0.00329 ,0.16375 
1370,C(NC(C)=O)(OC)OC,*C(*)(OC)OC,*,*NC(C)=O,-0.00517 ,0.16361 
1371,C(C#C)(OC)OC,*C(*)(OC)OC,*,*C#C,-0.00112 ,0.17272 
1372,C(C=CC(=O)OC)(OC)OC,*C(*)(OC)OC,*,*C=CC(=O)OC,-0.02225 ,0.15543 
1373,COC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.01329 ,0.19113 
1374,C=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C=C,-0.00747 ,0.17140 
1375,CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C,-0.00841 ,0.18094 
1376,C=CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CC=C,-0.00892 ,0.15719 
1377,COC(OC(C)=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC(C)=O,-0.01088 ,0.17739 
1378,COC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC,-0.00740 ,0.18115 
1379,COCOC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OCOC,-0.00545 ,0.17811 
1380,COC(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC(=O)OC,-0.00783 ,0.18519 
1381,COC(=O)C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C(=O)OC,-0.00713 ,0.17803 
1382,COC(C#N)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C#N,-0.01196 ,0.19294 
1383,COC(N=C=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*N=C=O,-0.01017 ,0.18357 
1384,COC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*F,-0.00706 ,0.19203 
1385,COC(Cl)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*Cl,-0.01022 ,0.18944 
1386,COC(Br)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*Br,-0.01099 ,0.17417 
1387,COC(c1ccccc1)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*c1ccccc1,-0.00819 ,0.15517 
1388,COC(c1cccs1)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*c1cccs1,-0.00841 ,0.14795 
1389,COC(C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C(F)(F)F,-0.01069 ,0.19104 
1390,COC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)([Si](C)(C)C)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*[Si](C)(C)C,-0.01037 ,0.16383 
1391,CCCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CCC,-0.00881 ,0.17848 
1392,COC(NC(C)=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*NC(C)=O,-0.00865 ,0.16806 
1393,C#CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C#C,-0.00702 ,0.18189 
1394,COC(=O)C=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C=CC(=O)OC,-0.03353 ,0.16343 
1395,C=CC(C=C)(OC)OC,*C(*)(OC)OC,*C=C,*C=C,-0.00007 ,0.15910 
1396,C=CC(C)(OC)OC,*C(*)(OC)OC,*C=C,*C,-0.00059 ,0.16358 
1397,C=CC(CC=C)(OC)OC,*C(*)(OC)OC,*C=C,*CC=C,-0.00119 ,0.15736 
1398,C=CC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*C=C,*OC(C)=O,-0.00360 ,0.16645 
1399,C=CC(OC)(OC)OC,*C(*)(OC)OC,*C=C,*OC,-0.00117 ,0.16536 
1400,C=CC(OCOC)(OC)OC,*C(*)(OC)OC,*C=C,*OCOC,-0.00228 ,0.16575 
1401,C=CC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*C=C,*OC(=O)OC,-0.00159 ,0.16850 
1402,C=CC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*C=C,*C(=O)OC,-0.00283 ,0.16425 
1403,C=CC(C#N)(OC)OC,*C(*)(OC)OC,*C=C,*C#N,-0.00687 ,0.17312 
1404,C=CC(N=C=O)(OC)OC,*C(*)(OC)OC,*C=C,*N=C=O,-0.00453 ,0.16624 
1405,C=CC(F)(OC)OC,*C(*)(OC)OC,*C=C,*F,-0.00136 ,0.17244 
1406,C=CC(Cl)(OC)OC,*C(*)(OC)OC,*C=C,*Cl,-0.00392 ,0.16639 
1407,C=CC(Br)(OC)OC,*C(*)(OC)OC,*C=C,*Br,-0.00697 ,0.15738 
1408,C=CC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*C=C,*c1ccccc1,-0.00215 ,0.14902 
1409,C=CC(c1cccs1)(OC)OC,*C(*)(OC)OC,*C=C,*c1cccs1,-0.00169 ,0.14348 
1410,C=CC(C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C=C,*C(F)(F)F,-0.00428 ,0.17202 
1411,C=CC([Si](C)(C)C)(OC)OC,*C(*)(OC)OC,*C=C,*[Si](C)(C)C,-0.00529 ,0.14653 
1412,C=CC(CCC)(OC)OC,*C(*)(OC)OC,*C=C,*CCC,-0.00188 ,0.16266 
1413,C=CC(NC(C)=O)(OC)OC,*C(*)(OC)OC,*C=C,*NC(C)=O,-0.00821 ,0.15683 
1414,C#CC(C=C)(OC)OC,*C(*)(OC)OC,*C=C,*C#C,-0.00057 ,0.16406 
1415,C=CC(C=CC(=O)OC)(OC)OC,*C(*)(OC)OC,*C=C,*C=CC(=O)OC,-0.02115 ,0.15314 
1416,CC(C)(OC)OC,*C(*)(OC)OC,*C,*C,-0.00105 ,0.16915 
1417,C=CCC(C)(OC)OC,*C(*)(OC)OC,*C,*CC=C,-0.00161 ,0.15502 
1418,CC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*C,*OC(C)=O,-0.00397 ,0.17209 
1419,CC(OC)(OC)OC,*C(*)(OC)OC,*C,*OC,-0.00232 ,0.17035 
1420,CC(OCOC)(OC)OC,*C(*)(OC)OC,*C,*OCOC,-0.00154 ,0.17231 
1421,CC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*C,*OC(=O)OC,-0.00230 ,0.17704 
1422,CC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*C,*C(=O)OC,-0.00357 ,0.16755 
1423,CC(C#N)(OC)OC,*C(*)(OC)OC,*C,*C#N,-0.00815 ,0.18185 
1424,CC(N=C=O)(OC)OC,*C(*)(OC)OC,*C,*N=C=O,-0.00588 ,0.17536 
1425,CC(F)(OC)OC,*C(*)(OC)OC,*C,*F,-0.00219 ,0.17932 
1426,CC(Cl)(OC)OC,*C(*)(OC)OC,*C,*Cl,-0.00513 ,0.17532 
1427,CC(Br)(OC)OC,*C(*)(OC)OC,*C,*Br,-0.00600 ,0.16199 
1428,CC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*C,*c1ccccc1,-0.00274 ,0.15015 
1429,CC(c1cccs1)(OC)OC,*C(*)(OC)OC,*C,*c1cccs1,-0.00240 ,0.14350 
1430,CC(C(F)(F)F)(OC)OC,*C(*)(OC)OC,*C,*C(F)(F)F,-0.00533 ,0.18042 
1431,CC([Si](C)(C)C)(OC)OC,*C(*)(OC)OC,*C,*[Si](C)(C)C,-0.00526 ,0.15069 
1432,CC(CCC)(OC)OC,*C(*)(OC)OC,*C,*CCC,-0.00199 ,0.16655 
1433,CC(NC(C)=O)(OC)OC,*C(*)(OC)OC,*C,*NC(C)=O,-0.00798 ,0.16058 
1434,C#CC(C)(OC)OC,*C(*)(OC)OC,*C,*C#C,-0.00130 ,0.17062 
1435,CC(C=CC(=O)OC)(OC)OC,*C(*)(OC)OC,*C,*C=CC(=O)OC,-0.01542 ,0.16259 
1436,C=CCC(CC=C)(OC)OC,*C(*)(OC)OC,*CC=C,*CC=C,-0.00211 ,0.14988 
1437,C=CCC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*CC=C,*OC(C)=O,-0.00395 ,0.15687 
1438,C=CCC(OC)(OC)OC,*C(*)(OC)OC,*CC=C,*OC,-0.00238 ,0.15553 
1439,C=CCC(OCOC)(OC)OC,*C(*)(OC)OC,*CC=C,*OCOC,-0.00399 ,0.15494 
1440,C=CCC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*CC=C,*OC(=O)OC,-0.00237 ,0.15768 
1441,C=CCC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*CC=C,*C(=O)OC,-0.00342 ,0.15714 
1442,C=CCC(C#N)(OC)OC,*C(*)(OC)OC,*CC=C,*C#N,-0.00784 ,0.16230 
1443,C=CCC(N=C=O)(OC)OC,*C(*)(OC)OC,*CC=C,*N=C=O,-0.00612 ,0.15749 
1444,C=CCC(F)(OC)OC,*C(*)(OC)OC,*CC=C,*F,-0.00165 ,0.16178 
1445,C=CCC(Cl)(OC)OC,*C(*)(OC)OC,*CC=C,*Cl,-0.00553 ,0.15671 
1446,C=CCC(Br)(OC)OC,*C(*)(OC)OC,*CC=C,*Br,-0.00583 ,0.15716 
1447,C=CCC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*CC=C,*c1ccccc1,-0.00316 ,0.14958 
1448,C=CCC(c1cccs1)(OC)OC,*C(*)(OC)OC,*CC=C,*c1cccs1,-0.00303 ,0.14282 
1449,C=CCC(C(F)(F)F)(OC)OC,*C(*)(OC)OC,*CC=C,*C(F)(F)F,-0.00250 ,0.16188 
1450,C=CCC([Si](C)(C)C)(OC)OC,*C(*)(OC)OC,*CC=C,*[Si](C)(C)C,-0.00449 ,0.14850 
1451,C=CCC(CCC)(OC)OC,*C(*)(OC)OC,*CC=C,*CCC,-0.00227 ,0.15434 
1452,C=CCC(NC(C)=O)(OC)OC,*C(*)(OC)OC,*CC=C,*NC(C)=O,-0.00757 ,0.15645 
1453,C#CC(CC=C)(OC)OC,*C(*)(OC)OC,*CC=C,*C#C,-0.00163 ,0.15870 
1454,C=CCC(C=CC(=O)OC)(OC)OC,*C(*)(OC)OC,*CC=C,*C=CC(=O)OC,-0.01506 ,0.15306 
1455,COC(OC(C)=O)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*OC(C)=O,-0.00457 ,0.17590 
1456,COC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*OC,-0.00554 ,0.17016 
1457,COCOC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*OCOC,-0.00688 ,0.17017 
1458,COC(=O)OC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*OC(=O)OC,-0.00391 ,0.17619 
1459,COC(=O)C(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*C(=O)OC,-0.00571 ,0.16940 
1460,COC(C#N)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*C#N,-0.01069 ,0.17969 
1461,COC(N=C=O)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*N=C=O,-0.00838 ,0.17377 
1462,COC(F)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*F,-0.00546 ,0.17635 
1463,COC(Cl)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*Cl,-0.00766 ,0.17495 
1464,COC(Br)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*Br,-0.00822 ,0.16310 
1465,COC(OC(C)=O)(c1ccccc1)OC,*C(*)(OC)OC,*OC(C)=O,*c1ccccc1,-0.00447 ,0.15137 
1466,COC(OC(C)=O)(c1cccs1)OC,*C(*)(OC)OC,*OC(C)=O,*c1cccs1,-0.00386 ,0.14533 
1467,COC(OC(C)=O)(C(F)(F)F)OC,*C(*)(OC)OC,*OC(C)=O,*C(F)(F)F,-0.00879 ,0.17791 
1468,COC(OC(C)=O)([Si](C)(C)C)OC,*C(*)(OC)OC,*OC(C)=O,*[Si](C)(C)C,-0.00598 ,0.15829 
1469,CCCC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*CCC,-0.00421 ,0.17137 
1470,COC(NC(C)=O)(OC(C)=O)OC,*C(*)(OC)OC,*OC(C)=O,*NC(C)=O,-0.00607 ,0.16424 
1471,C#CC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*C#C,-0.00408 ,0.16995 
1472,COC(=O)C=CC(OC(C)=O)(OC)OC,*C(*)(OC)OC,*OC(C)=O,*C=CC(=O)OC,-0.02177 ,0.16052 
1473,COC(OC)(OC)OC,*C(*)(OC)OC,*OC,*OC,-0.00047 ,0.17765 
1474,COC(OCOC)(OC)OC,*C(*)(OC)OC,*OC,*OCOC,-0.00171 ,0.17404 
1475,COC(OC(=O)OC)(OC)OC,*C(*)(OC)OC,*OC,*OC(=O)OC,-0.00242 ,0.17847 
1476,COC(C(=O)OC)(OC)OC,*C(*)(OC)OC,*OC,*C(=O)OC,-0.00236 ,0.16875 
1477,COC(C#N)(OC)OC,*C(*)(OC)OC,*OC,*C#N,-0.00618 ,0.18684 
1478,COC(N=C=O)(OC)OC,*C(*)(OC)OC,*OC,*N=C=O,-0.00462 ,0.17675 
1479,COC(F)(OC)OC,*C(*)(OC)OC,*OC,*F,-0.00250 ,0.18390 
1480,COC(Cl)(OC)OC,*C(*)(OC)OC,*OC,*Cl,-0.00417 ,0.17731 
1481,COC(Br)(OC)OC,*C(*)(OC)OC,*OC,*Br,-0.00510 ,0.16233 
1482,COC(c1ccccc1)(OC)OC,*C(*)(OC)OC,*OC,*c1ccccc1,-0.00367 ,0.15291 
1483,COC(c1cccs1)(OC)OC,*C(*)(OC)OC,*OC,*c1cccs1,-0.00346 ,0.14338 
1484,COC(C(F)(F)F)(OC)OC,*C(*)(OC)OC,*OC,*C(F)(F)F,-0.00362 ,0.18286 
1485,COC([Si](C)(C)C)(OC)OC,*C(*)(OC)OC,*OC,*[Si](C)(C)C,-0.00574 ,0.14975 
1486,CCCC(OC)(OC)OC,*C(*)(OC)OC,*OC,*CCC,-0.00298 ,0.16772 
1487,COC(NC(C)=O)(OC)OC,*C(*)(OC)OC,*OC,*NC(C)=O,-0.00656 ,0.16163 
1488,C#CC(OC)(OC)OC,*C(*)(OC)OC,*OC,*C#C,-0.00111 ,0.17376 
1489,COC(C=CC(=O)OC)(OC)OC,*C(*)(OC)OC,*OC,*C=CC(=O)OC,-0.02027 ,0.16090 
