No,SMILES,Skeletons,FunctionalGroups1,FunctionalGroups2,LUMOs,Chemical_Hardness
11367,CCCC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CCC,-0.01883 ,0.17926 
11368,CC(=O)NC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*NC(C)=O,-0.02985 ,0.16253 
11369,C#CC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C#C,-0.02459 ,0.17239 
11370,COC(=O)C=CC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C=CC(=O)OC,-0.04606 ,0.16068 
11371,C=CC1CC(C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*C,-0.01879 ,0.16178 
11372,C=CC1CC(CC=C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*CC=C,-0.01650 ,0.16070 
11373,C=CC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*OC(C)=O,-0.01854 ,0.16494 
11374,C=CC1CC(OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*OC,-0.01294 ,0.16351 
11375,C=CC1CC(OCOC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*OCOC,-0.01798 ,0.16344 
11376,C=CC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*OC(=O)OC,-0.01807 ,0.16520 
11377,C=CC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*C(=O)OC,-0.01702 ,0.16382 
11378,C=CC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*C#N,-0.02465 ,0.16552 
11379,C=CC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*N=C=O,-0.02486 ,0.16205 
11380,C=CC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*F,-0.02119 ,0.16394 
11381,C=CC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*Cl,-0.02587 ,0.16150 
11382,C=CC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*Br,-0.03866 ,0.15536 
11383,C=CC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*c1ccccc1,-0.01574 ,0.15311 
11384,C=CC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*c1cccs1,-0.01709 ,0.14249 
11385,C=CC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*C(F)(F)F,-0.02394 ,0.16506 
11386,C=CC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*[Si](C)(C)C,-0.01755 ,0.16170 
11387,C=CC1CC(CCC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*CCC,-0.01762 ,0.16186 
11388,C=CC1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*NC(C)=O,-0.01663 ,0.15987 
11389,C#CC1CC(C=C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*C#C,-0.01518 ,0.16411 
11390,C=CC1CC(C=CC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C=C,*C=CC(=O)OC,-0.03708 ,0.15108 
11391,C=CCC1CC(C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*CC=C,-0.01656 ,0.15995 
11392,CC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*OC(C)=O,-0.01893 ,0.17452 
11393,CC1CC(OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*OC,-0.01417 ,0.16832 
11394,CC1CC(OCOC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*OCOC,-0.01830 ,0.16959 
11395,CC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*OC(=O)OC,-0.01863 ,0.17627 
11396,CC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*C(=O)OC,-0.01910 ,0.17453 
11397,CC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*C#N,-0.02482 ,0.17982 
11398,CC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*N=C=O,-0.02424 ,0.16993 
11399,CC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*F,-0.02230 ,0.17709 
11400,CC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*Cl,-0.02532 ,0.17406 
11401,CC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*Br,-0.03736 ,0.16292 
11402,CC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*c1ccccc1,-0.01809 ,0.14883 
11403,CC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*c1cccs1,-0.01742 ,0.14162 
11404,CC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*C(F)(F)F,-0.02430 ,0.17866 
11405,CC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*[Si](C)(C)C,-0.01750 ,0.16762 
11406,CC1CC(CCC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*CCC,-0.01759 ,0.17222 
11407,CC1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*NC(C)=O,-0.01342 ,0.16620 
11408,C#CC1CC(C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*C#C,-0.01603 ,0.16950 
11409,CC1CC(C=CC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C,*C=CC(=O)OC,-0.03564 ,0.15976 
11410,C=CCC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*OC(C)=O,-0.01586 ,0.16270 
11411,C=CCC1CC(OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*OC,-0.01092 ,0.16266 
11412,C=CCC1CC(OCOC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*OCOC,-0.01030 ,0.16317 
11413,C=CCC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*OC(=O)OC,-0.01554 ,0.16275 
11414,C=CCC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*C(=O)OC,-0.01673 ,0.16080 
11415,C=CCC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*C#N,-0.02335 ,0.16138 
11416,C=CCC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*N=C=O,-0.02277 ,0.15927 
11417,C=CCC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*F,-0.02037 ,0.16076 
11418,C=CCC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*Cl,-0.02490 ,0.15865 
11419,C=CCC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*Br,-0.03672 ,0.15262 
11420,C=CCC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*c1ccccc1,-0.01459 ,0.15325 
11421,C=CCC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*c1cccs1,-0.01563 ,0.14204 
11422,C=CCC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*C(F)(F)F,-0.02139 ,0.16189 
11423,C=CCC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*[Si](C)(C)C,-0.01579 ,0.15898 
11424,C=CCC1CC(CCC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*CCC,-0.01576 ,0.15996 
11425,C=CCC1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*NC(C)=O,-0.01221 ,0.16158 
11426,C#CC1CC(CC=C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*C#C,-0.01368 ,0.16230 
11427,C=CCC1CC(C=CC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*CC=C,*C=CC(=O)OC,-0.03505 ,0.14866 
11428,COC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*OC,-0.01633 ,0.17061 
11429,COCOC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*OCOC,-0.01669 ,0.17376 
11430,COC(=O)OC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*OC(=O)OC,-0.02324 ,0.17576 
11431,COC(=O)C1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*C(=O)OC,-0.02083 ,0.17345 
11432,CC(=O)OC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*C#N,-0.02521 ,0.18054 
11433,CC(=O)OC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*N=C=O,-0.03007 ,0.17010 
11434,CC(=O)OC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*F,-0.02860 ,0.17398 
11435,CC(=O)OC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*Cl,-0.03181 ,0.17195 
11436,CC(=O)OC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*Br,-0.04388 ,0.16247 
11437,CC(=O)OC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*c1ccccc1,-0.01721 ,0.15189 
11438,CC(=O)OC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*c1cccs1,-0.01687 ,0.14437 
11439,CC(=O)OC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*C(F)(F)F,-0.02390 ,0.17890 
11440,CC(=O)OC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*[Si](C)(C)C,-0.01838 ,0.17099 
11441,CCCC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*CCC,-0.01728 ,0.17463 
11442,CC(=O)NC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*NC(C)=O,-0.01476 ,0.16844 
11443,C#CC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*C#C,-0.01428 ,0.17291 
11444,COC(=O)C=CC1CC(OC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(C)=O,*C=CC(=O)OC,-0.03942 ,0.16025 
11445,COC1CC(OCOC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*OCOC,-0.01398 ,0.17028 
11446,COC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*OC(=O)OC,-0.01631 ,0.17122 
11447,COC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*C(=O)OC,-0.01658 ,0.16623 
11448,COC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*C#N,-0.02763 ,0.17406 
11449,COC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*N=C=O,-0.02411 ,0.16843 
11450,COC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*F,-0.02020 ,0.17192 
11451,COC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*Cl,-0.02142 ,0.17314 
11452,COC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*Br,-0.03152 ,0.16335 
11453,COC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*c1ccccc1,-0.01084 ,0.15220 
11454,COC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*c1cccs1,-0.01307 ,0.14390 
11455,COC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*C(F)(F)F,-0.01903 ,0.17544 
11456,COC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*[Si](C)(C)C,-0.01396 ,0.16789 
11457,CCCC1CC(OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*CCC,-0.01156 ,0.17097 
11458,COC1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*NC(C)=O,-0.01667 ,0.16238 
11459,C#CC1CC(OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*C#C,-0.01338 ,0.16872 
11460,COC1CC(C=CC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC,*C=CC(=O)OC,-0.03428 ,0.15677 
11461,COCOC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*OC(=O)OC,-0.01656 ,0.17356 
11462,COCOC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*C(=O)OC,-0.01897 ,0.17053 
11463,COCOC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*C#N,-0.02708 ,0.17302 
11464,COCOC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*N=C=O,-0.01865 ,0.17030 
11465,COCOC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*F,-0.02416 ,0.17151 
11466,COCOC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*Cl,-0.01956 ,0.17340 
11467,COCOC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*Br,-0.03132 ,0.16310 
11468,COCOC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*c1ccccc1,-0.01044 ,0.15208 
11469,COCOC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*c1cccs1,-0.01218 ,0.14376 
11470,COCOC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*C(F)(F)F,-0.01549 ,0.17665 
11471,COCOC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*[Si](C)(C)C,-0.01752 ,0.16714 
11472,CCCC1CC(OCOC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*CCC,-0.01712 ,0.16958 
11473,COCOC1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*NC(C)=O,-0.01251 ,0.16787 
11474,C#CC1CC(OCOC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*C#C,-0.01507 ,0.17156 
11475,COCOC1CC(C=CC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OCOC,*C=CC(=O)OC,-0.03290 ,0.15818 
11476,COC(=O)C1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*C(=O)OC,-0.02076 ,0.17603 
11477,COC(=O)OC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*C#N,-0.03086 ,0.17918 
11478,COC(=O)OC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*N=C=O,-0.03023 ,0.17042 
11479,COC(=O)OC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*F,-0.02891 ,0.17683 
11480,COC(=O)OC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*Cl,-0.03245 ,0.17399 
11481,COC(=O)OC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*Br,-0.04462 ,0.16267 
11482,COC(=O)OC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*c1ccccc1,-0.01703 ,0.15198 
11483,COC(=O)OC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*c1cccs1,-0.01659 ,0.14714 
11484,COC(=O)OC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*C(F)(F)F,-0.02415 ,0.18142 
11485,COC(=O)OC1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*[Si](C)(C)C,-0.01718 ,0.17232 
11486,CCCC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*CCC,-0.01682 ,0.17643 
11487,COC(=O)OC1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*NC(C)=O,-0.01447 ,0.16899 
11488,C#CC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*C#C,-0.01667 ,0.17284 
11489,COC(=O)C=CC1CC(OC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*OC(=O)OC,*C=CC(=O)OC,-0.03958 ,0.16098 
11490,COC(=O)C1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*C#N,-0.02769 ,0.18157 
11491,COC(=O)C1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*N=C=O,-0.02355 ,0.17034 
11492,COC(=O)C1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*F,-0.02106 ,0.18025 
11493,COC(=O)C1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*Cl,-0.02131 ,0.17921 
11494,COC(=O)C1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*Br,-0.02121 ,0.16962 
11495,COC(=O)C1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*c1ccccc1,-0.01756 ,0.14965 
11496,COC(=O)C1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*c1cccs1,-0.01728 ,0.14216 
11497,COC(=O)C1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*C(F)(F)F,-0.02349 ,0.18157 
11498,COC(=O)C1CC([Si](C)(C)C)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*[Si](C)(C)C,-0.01949 ,0.16807 
11499,CCCC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*CCC,-0.01786 ,0.17403 
11500,COC(=O)C1CC(NC(C)=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*NC(C)=O,-0.01533 ,0.16649 
11501,C#CC1CC(C(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*C#C,-0.01853 ,0.16859 
11502,COC(=O)C1CC(C=CC(=O)OC)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C(=O)OC,*C=CC(=O)OC,-0.04003 ,0.15926 
11503,N#CC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*N=C=O,-0.03866 ,0.17244 
11504,N#CC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*F,-0.04089 ,0.17964 
11505,N#CC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*Cl,-0.04493 ,0.17528 
11506,N#CC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*Br,-0.05620 ,0.16335 
11507,N#CC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*c1ccccc1,-0.02435 ,0.15567 
11508,N#CC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*c1cccs1,-0.02532 ,0.14879 
11509,N#CC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*C(F)(F)F,-0.03865 ,0.18173 
11510,C[Si](C)(C)C1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*[Si](C)(C)C,-0.02263 ,0.17448 
11511,CCCC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*CCC,-0.02448 ,0.17818 
11512,CC(=O)NC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*NC(C)=O,-0.02991 ,0.16602 
11513,C#CC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*C#C,-0.02818 ,0.17325 
11514,COC(=O)C=CC1CC(C#N)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*C#N,*C=CC(=O)OC,-0.04935 ,0.16049 
11515,O=C=NC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*F,-0.03671 ,0.16735 
11516,O=C=NC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*Cl,-0.04017 ,0.16471 
11517,O=C=NC1CC(Br)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*Br,-0.05141 ,0.15706 
11518,O=C=NC1CC(c2ccccc2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*c1ccccc1,-0.02044 ,0.15437 
11519,O=C=NC1CC(c2cccs2)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*c1cccs1,-0.02242 ,0.14673 
11520,O=C=NC1CC(C(F)(F)F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*C(F)(F)F,-0.03490 ,0.17184 
11521,C[Si](C)(C)C1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*[Si](C)(C)C,-0.02139 ,0.16743 
11522,CCCC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*CCC,-0.02455 ,0.16921 
11523,CC(=O)NC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*NC(C)=O,-0.02357 ,0.16557 
11524,C#CC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*C#C,-0.02382 ,0.16893 
11525,COC(=O)C=CC1CC(N=C=O)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*N=C=O,*C=CC(=O)OC,-0.04366 ,0.15752 
11526,O=C1OC(=O)C(Cl)CC1F,*C1CC(*)C(=O)OC1=O,*F,*Cl,-0.03259 ,0.17783 
11527,O=C1OC(=O)C(Br)CC1F,*C1CC(*)C(=O)OC1=O,*F,*Br,-0.04052 ,0.16354 
11528,O=C1OC(=O)C(c2ccccc2)CC1F,*C1CC(*)C(=O)OC1=O,*F,*c1ccccc1,-0.02137 ,0.15005 
11529,O=C1OC(=O)C(c2cccs2)CC1F,*C1CC(*)C(=O)OC1=O,*F,*c1cccs1,-0.02280 ,0.14247 
11530,O=C1OC(=O)C(C(F)(F)F)CC1F,*C1CC(*)C(=O)OC1=O,*F,*C(F)(F)F,-0.03106 ,0.18219 
11531,C[Si](C)(C)C1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*F,*[Si](C)(C)C,-0.01849 ,0.17192 
11532,CCCC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*F,*CCC,-0.02022 ,0.17704 
11533,CC(=O)NC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*F,*NC(C)=O,-0.02931 ,0.16083 
11534,C#CC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*F,*C#C,-0.02625 ,0.16748 
11535,COC(=O)C=CC1CC(F)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*F,*C=CC(=O)OC,-0.04173 ,0.15929 
11536,O=C1OC(=O)C(Br)CC1Cl,*C1CC(*)C(=O)OC1=O,*Cl,*Br,-0.04312 ,0.16182 
11537,O=C1OC(=O)C(c2ccccc2)CC1Cl,*C1CC(*)C(=O)OC1=O,*Cl,*c1ccccc1,-0.02594 ,0.14782 
11538,O=C1OC(=O)C(c2cccs2)CC1Cl,*C1CC(*)C(=O)OC1=O,*Cl,*c1cccs1,-0.02708 ,0.13961 
11539,O=C1OC(=O)C(C(F)(F)F)CC1Cl,*C1CC(*)C(=O)OC1=O,*Cl,*C(F)(F)F,-0.03793 ,0.17582 
11540,C[Si](C)(C)C1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*Cl,*[Si](C)(C)C,-0.01888 ,0.17233 
11541,CCCC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*Cl,*CCC,-0.02489 ,0.17304 
11542,CC(=O)NC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*Cl,*NC(C)=O,-0.03205 ,0.15895 
11543,C#CC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*Cl,*C#C,-0.02098 ,0.17284 
11544,COC(=O)C=CC1CC(Cl)C(=O)OC1=O,*C1CC(*)C(=O)OC1=O,*Cl,*C=CC(=O)OC,-0.04218 ,0.15898 
11545,O=C1OC(=O)C(c2ccccc2)CC1Br,*C1CC(*)C(=O)OC1=O,*Br,*c1ccccc1,-0.03304 ,0.14754 
11546,O=C1OC(=O)C(c2cccs2)CC1Br,*C1CC(*)C(=O)OC1=O,*Br,*c1cccs1,-0.03507 ,0.14038 
11547,O=C1OC(=O)C(C(F)(F)F)CC1Br,*C1CC(*)C(=O)OC1=O,*Br,*C(F)(F)F,-0.04966 ,0.16386 
